,pc_name,total_votes,postal_votes,total_electors,vtr,postal_votes_per
423,RAJNANDGAON,1307033,2537,[1716459],76.14705624,0.14780429
424,RATLAM,1400509,3054,[1851112],75.65771277,0.16498191
425,REWA,1013251,3644,[1679534],60.32929372,0.21696494
426,Rae Bareli,958556,3235,[1702248],56.3111838,0.19004281
427,Raichur,1124385,2233,[1928204],58.31255407,0.11580725
428,Raigad,1025467,5298,[1652965],62.03803468,0.32051495
429,Raiganj,1277109,4552,[1601220],79.75849665,0.28428323
430,Rajahmundry,1250427,5739,[1534256],81.50054489,0.37405752
431,Rajampet,1224354,11580,[1546938],79.14693414,0.74857557
432,Rajkot,1195271,5559,[1884339],63.43184533,0.29501061
433,Rajmahal,1047657,2345,[1454436],72.03183915,0.16123088
434,Rajsamand,1239845,5828,[1912911],64.81456795,0.30466655
435,Ramanathapuram,1066146,5022,[1559740],68.35408466,0.32197674
436,Rampur,1060921,760,[1679506],63.16863411,0.0452514
437,Ramtek ,1196744,4315,[1922764],62.24081583,0.22441652
438,Ranaghat,1484035,5080,[1762252],84.21241684,0.28826751
439,Ranchi,1234926,3994,[1915959],64.45471954,0.20845958
440,Ratnagiri - sindhudurg,901102,3747,[1455577],61.90685893,0.25742369
441,Raver,1092971,4278,[1775051],61.57406182,0.24100716
442,Robertsganj,988287,698,[1723538],57.34059823,0.04049809
443,Rohtak,1220571,10897,[1737133],70.26353192,0.62729797
444,SAGAR,1037175,1301,[1583129],65.51424426,0.08217903
445,SARGUJA,1280689,2297,[1655239],77.37184781,0.1387715
446,SATNA,1113656,1740,[1575064],70.70544435,0.1104717
447,SHAHDOL,1237858,3085,[1656474],74.72848955,0.18623896
448,SIDHI,1282705,1759,[1845547],69.50270028,0.0953105
449,SOUTH DELHI                   ,1214222,1711,[2067463],58.73004741,0.08275843
450,Sabarkantha,1218353,10185,[1801717],67.62177412,0.56529411
451,Saharanpur,1231746,2831,[1739082],70.82736754,0.16278703
452,Salem,1255459,5704,[1612512],77.85734308,0.3537338
453,Salempur,922518,6707,[1667282],55.33065192,0.40227148
454,Samastipur (SC),1019025,1892,[1679030],60.691292,0.11268411
455,Sambalpur,1124455,3291,[1468530],76.57010752,0.22410165
456,Sambhal,1183469,1260,[1828764],64.71414573,0.06889899
457,Sangli,1189958,11135,[1809109],65.77591511,0.61549636
458,Sangrur,1105888,3535,[1529431],72.30715214,0.23113171
459,Sant Kabir Nagar,1063390,2584,[1962903],54.17435299,0.13164176
460,Saran,943020,4312,[1667253],56.56130173,0.25862901
461,Sasaram (SC),974749,5505,[1787878],54.51988335,0.30790692
462,Satara,1115434,6174,[1848489],60.3430153,0.33400253
463,Secundrabad,915106,952,[1968276],46.49276829,0.0483672
464,Shahjahanpur,1186157,6183,[2114201],56.10426823,0.29245091
465,Sheohar,1004559,3718,[1686215],59.57478732,0.22049383
466,Shillong,784190,1617,[1197806],65.46886558,0.13499682
467,Shimla,913607,6039,[1259085],72.56118531,0.47963402
468,Shimoga,1283577,1298,[1676668],76.55522739,0.07741545
469,Shirdi,1029362,6923,[1587079],64.85890116,0.43621017
470,Shirur,1293117,2722,[2175529],59.43919847,0.12511899
471,Shrawasti,997007,521,[1914739],52.07012548,0.02720997
472,Sikar,1326969,15620,[2041612],64.9961403,0.76508171
473,Sikkim,351746,11866,[434128],81.02356909,2.73329525
474,Silchar,949696,4894,[1195720],79.42461446,0.40929315
475,Singhbhum,879329,849,[1269917],69.24302927,0.06685476
476,Sirsa,1369486,2116,[1803349],75.94126262,0.11733724
477,Sitamarhi,1038849,4482,[1752454],59.27967296,0.25575564
478,Sitapur,1064521,1143,[1666126],63.89198656,0.06860225
479,Sivaganga,1084468,3301,[1552019],69.87466004,0.2126907
480,Siwan,984810,2659,[1799551],54.72531759,0.14775908
481,Solapur ,1084514,3260,[1851654],58.57001362,0.17605881
482,Sonipat,1129532,5756,[1592611],70.92328258,0.36141908
483,South Goa,424575,918,[579352],73.28446264,0.15845289
484,Srerampur,1401705,1663,[1785472],78.50613171,0.09314064
485,Srikakulam,1157329,14318,[1553860],74.48090562,0.92144723
486,Srinagar,186832,466,[1294671],14.43084768,0.0359937
487,Sriperumbudur,1406782,3604,[2253448],62.42797704,0.15993269
488,Sultanpur,1000316,1275,[1775196],56.34960872,0.07182306
489,Sundargarh ,1100129,2457,[1531525],71.8322587,0.16042833
490,Supaul,1110805,965,[1690620],65.70400208,0.05707965
491,Surat,1068412,2053,[1655704],64.52916705,0.12399559
492,Surendranagar,1077726,8475,[1849429],58.27344548,0.45824955
493,TIKAMGARH,1096712,1777,[1647399],66.57233615,0.10786701
494,TONK-SAWAI MADHOPUR,1233458,4903,[1945992],63.38453601,0.25195376
495,Tamluk,1446499,2583,[1694646],85.35700081,0.15242121
496,Tehri Garhwal,876069,12263,[1493543],58.65709926,0.82106776
497,Tenkasi ,1065088,9493,[1492317],71.37143114,0.6361249
498,Tezpur,1190196,3861,[1499639],79.36550063,0.25746196
499,Thane,1170518,3380,[2370903],49.3701345,0.14256172
500,Thanjavur,1059223,6653,[1461052],72.49728278,0.45535683
501,Theni ,1173489,5570,[1561040],75.17353815,0.35681341
502,Thiruvallur ,1408189,4840,[1946870],72.33092091,0.24860417
503,Thiruvananthapuram,1010180,6445,[1371427],73.65904273,0.46994846
504,Thoothukkudi,991263,5454,[1427783],69.42672661,0.38199082
505,Thrissur,1041869,1551,[1337110],77.91946811,0.11599644
506,Tiruchirappalli,1048062,7351,[1508963],69.45577857,0.48715575
507,Tirunelveli,1040350,7820,[1547800],67.21475643,0.50523323
508,Tirupati ,1313515,9253,[1650453],79.58511996,0.56063396
509,Tiruppur,1119584,3891,[1530014],73.17475526,0.2543114
510,Tiruvannamalai,1151729,7180,[1473862],78.14361182,0.48715551
511,Tripura East,1045417,4504,[1261861],82.84723912,0.35693313
512,Tripura West,1107755,6393,[1352857],81.882638,0.47255549
513,Tumkur,1244858,3330,[1608545],77.39031236,0.20701939
514,Tura ,583041,771,[716990],81.31787054,0.10753288
515,UJJAIN,1252511,2046,[1661229],75.39664911,0.12316183
516,UP_Maharajganj,1226916,1230,[1915408],64.05507338,0.06421608
517,Udaipur,1454518,6315,[2069559],70.28154307,0.30513747
518,Udhampur,1180123,11028,[1685816],70.0030727,0.65416392
519,Udupi Chikmagalur,1151012,1881,[1513806],76.03431351,0.12425634
520,Ujiarpur,969284,2505,[1612300],60.11809217,0.15536811
521,Uluberia,1311099,1082,[1614988],81.18320384,0.0669974
522,Unnao,1237076,1530,[2191465],56.44972655,0.06981631
523,Uttara Kannada,1153480,3219,[1556599],74.10257876,0.206797
524,VIDISHA,1250244,3835,[1741604],71.78692745,0.22019931
525,Vadakara,1065619,4781,[1288926],82.67495574,0.37092897
526,Vadodara,1222348,4442,[1794896],68.10132732,0.24747952
527,Vaishali,1074730,2629,[1735983],61.90901639,0.15144158
528,Valmiki Nagar,1032090,2402,[1665502],61.96870373,0.14422078
529,Valsad,1260377,3539,[1671030],75.42515694,0.21178555
530,Varanasi,1060476,1732,[1856791],57.11337463,0.09327921
531,Vellore,1026055,1013,[1438643],71.32102961,0.07041358
532,Vijayawada,1277711,4579,[1652994],77.2967718,0.2770125
533,Viluppuram,1135540,4741,[1444335],78.62026469,0.32824795
534,Virudhunagar,1074735,9393,[1484256],72.40900492,0.63284231
535,Visakhapatnam,1239754,6728,[1829300],67.77204395,0.36779096
536,Vizianagaram,1217890,8981,[1503980],80.97780556,0.5971489
537,WEST DELHI                    ,1441601,4514,[2371644],60.78488171,0.19033211
538,Warangal,1061645,1233,[1666770],63.69475093,0.07397541
539,Wardha,1072570,5412,[1743283],61.52586815,0.31044873
540,Wayanad,1092197,2282,[1359679],80.32756261,0.16783373
541,Yavatmal-Washim,1174220,4243,[1916185],61.27905187,0.22142956
542,Zahirabad,1044365,522,[1498666],69.68630769,0.03483098
