,state,party,votes,total_votes_statewise,split_votes_perc
98,Bihar,BMF,13726,35885332,0.03824961128964893
99,Bihar,BMUP,144964,35885332,0.40396449446252863
100,Bihar,BSP,765758,35885332,2.1339025092480686
101,Bihar,BVM,45667,35885332,0.12725812317968802
102,Bihar,CPI,413347,35885332,1.1518550253345852
103,Bihar,CPI(ML)(L),463045,35885332,1.2903461503435443
104,Bihar,CPM,106297,35885332,0.29621294851055024
105,Bihar,GGP,9580,35885332,0.026696144263065474
106,Bihar,HVD,7921,35885332,0.022073085460098292
107,Bihar,INC,3021065,35885332,8.418662533204374
108,Bihar,IND,1533264,35885332,4.272676089495285
109,Bihar,IUML,10538,35885332,0.029365758689372027
110,Bihar,JD(U),5662444,35885332,15.77927159765444
111,Bihar,JDP,3440,35885332,0.009586089380474451
112,Bihar,JDR,53864,35885332,0.15010032511333601
113,Bihar,JHP,14754,35885332,0.04111429148823258
114,Bihar,JKNPP,2811,35885332,0.007833284083870256
115,Bihar,JMBP,14741,35885332,0.04107806498766683
116,Bihar,JMM,189265,35885332,0.5274160484289235
117,Bihar,JPJD,27619,35885332,0.07696459377887321
118,Bihar,JPS,33910,35885332,0.09449543339880484
119,Bihar,KS,2946,35885332,0.008209482358976086
120,Bihar,KVD,7541,35885332,0.02101415698202263
121,Bihar,LD,13013,35885332,0.03626272706631222
122,Bihar,LJP,2295929,35885332,6.397959478262595
123,Bihar,LKJP,10026,35885332,0.027938991897859547
124,Bihar,LPSP,6430,35885332,0.017918184510596142
125,Bihar,MHD,2482,35885332,0.006916474954167904
126,Bihar,MOSP,3291,35885332,0.009170877950913203
127,Bihar,NADP,2536,35885332,0.007066954264210236
128,Bihar,NCP,431292,35885332,1.2018615293847636
129,Bihar,NLP,2977,35885332,0.008295868629555942
130,Bihar,NOTA,580964,35885332,1.618945590359872
131,Bihar,NTP,3251,35885332,0.00905941179532629
132,Bihar,NaLP,3072,35885332,0.00856060074907486
133,Bihar,PBI,2271,35885332,0.006328490983446941
134,Bihar,PECP,9585,35885332,0.026710077532513844
135,Bihar,PMSP,6901,35885332,0.019230698492632033
136,Bihar,PSS,14572,35885332,0.04060712048031212
137,Bihar,RAHM,7549,35885332,0.02103645021314001
138,Bihar,RBCP,4717,35885332,0.013144646397586623
139,Bihar,RJD,7224893,35885332,20.133276180919825
140,Bihar,RJJM,7147,35885332,0.01991621534949154
141,Bihar,RKSP,25921,35885332,0.0722328554742088
142,Bihar,RND,5215,35885332,0.014532400034643681
143,Bihar,RPI(A),15865,35885332,0.04421026395965906
144,Bihar,RSMD,11075,35885332,0.03086219182812632
145,Bihar,RSWD,6994,35885332,0.0194898573043716
146,Bihar,RVNP,4450,35885332,0.012400609809043985
147,Bihar,SBSP,7514,35885332,0.020938917327001462
148,Bihar,SHS,147906,35885332,0.41216283020594596
149,Bihar,SJP(R),56145,35885332,0.15645668263567966
150,Bihar,SKLP,19253,35885332,0.05365144733787053
151,Bihar,SP,98331,35885332,0.27401446362541665
152,Bihar,SSD,6777,35885332,0.018885153410312605
153,Bihar,SUCI,16143,35885332,0.044984953740988105
154,Bihar,SWSP,4016,35885332,0.011191202020925987
155,Bihar,SaBP,16078,35885332,0.04480382123815937
156,Bihar,VIP,9519,35885332,0.026526158375795438
157,Bihar,ravp,38992,35885332,0.10865720846612203
158,Chandigarh,AAAP,108679,453455,23.966876536811814
159,Chandigarh,BJP,191362,453455,42.200879910906266
160,Chandigarh,BMUP,550,453455,0.12129097705395245
161,Chandigarh,BSP,15934,453455,3.513909869777596
162,Chandigarh,CPI(ML)(L),1968,453455,0.4340011688039607
163,Chandigarh,HEP,566,453455,0.1248194418409765
164,Chandigarh,INC,121720,453455,26.842795867285616
165,Chandigarh,IND,8496,453455,1.8736148019097816
166,Chandigarh,IVD,640,453455,0.14113859148096283
167,Chandigarh,JD(U),434,453455,0.09570960734802791
168,Chandigarh,NOTA,3106,453455,0.6849632267810477
169,Dadra & Nagar Haveli,AAAP,621,165286,0.37571240153431024
170,Dadra & Nagar Haveli,BJP,80790,165286,48.87891291458442
171,Dadra & Nagar Haveli,BMUP,348,165286,0.21054414771971008
172,Dadra & Nagar Haveli,BSP,982,165286,0.5941217041975727
173,Dadra & Nagar Haveli,INC,74576,165286,45.11936885156638
174,Dadra & Nagar Haveli,IND,2786,165286,1.6855632055951504
175,Dadra & Nagar Haveli,JD(U),232,165286,0.1403627651464734
176,Dadra & Nagar Haveli,NCP,1611,165286,0.9746742010817613
177,Dadra & Nagar Haveli,NOTA,2962,165286,1.792045303292475
178,Dadra & Nagar Haveli,SHS,378,165286,0.22869450528175406
179,Daman & Diu,AAAP,729,87233,0.8356929143787328
180,Daman & Diu,BJP,46960,87233,53.832838490020976
181,Daman & Diu,BSP,490,87233,0.5617140302408492
182,Daman & Diu,INC,37738,87233,43.261151169855445
183,Daman & Diu,NOTA,1316,87233,1.508603395503995
184,Goa,AAAP,27103,817000,3.3173806609547123
185,Goa,AITC,11941,817000,1.4615667074663403
186,Goa,BJP,436679,817000,53.44908200734394
187,Goa,BMUP,666,817000,0.08151774785801713
188,Goa,CPI,10077,817000,1.2334149326805386
189,Goa,GOA,530,817000,0.06487148102815178
190,Goa,GSRP,783,817000,0.09583843329253365
191,Goa,INC,298750,817000,36.56670746634027
192,Goa,IND,17152,817000,2.099388004895961
193,Goa,NOTA,10103,817000,1.2365973072215422
194,Goa,SJP(R),3216,817000,0.3936352509179926
195,Gujarat,AAAP,301558,25824003,1.1677430489765666
196,Gujarat,ABCD(A),895,25824003,0.003465767874949519
197,Gujarat,ADPT,3216,25824003,0.012453530151773914
198,Gujarat,ADSP,11362,25824003,0.04399782636332562
199,Gujarat,BBC,3853,25824003,0.014920227510816198
200,Gujarat,BJP,15249243,25824003,59.05065531474729
201,Gujarat,BMUP,46956,25824003,0.1818308338951169
202,Gujarat,BNJD,20209,25824003,0.07825665137972607
203,Gujarat,BSDL,1723,25824003,0.006672087205070415
204,Gujarat,BSP,243949,25824003,0.9446598964536985
205,Gujarat,CPI,13270,25824003,0.0513863013414303
206,Gujarat,CPI(ML)(L),9702,25824003,0.037569698237720925
207,Gujarat,CPM,28958,25824003,0.11213598449473537
208,Gujarat,HJP,13745,25824003,0.053225675353275013
209,Gujarat,HND,3722,25824003,0.014412947520181128
210,Gujarat,INC,8486083,25824003,32.861222173804734
211,Gujarat,IND,542006,25824003,2.0988457908713842
212,Gujarat,JD(U),101660,25824003,0.3936647621981766
213,Gujarat,LSWP,1391,25824003,0.005386461579949475
214,Gujarat,LoRP,1491,25824003,0.005773698214022047
215,Gujarat,NCP,240466,25824003,0.9311724444889508
216,Gujarat,NOTA,454885,25824003,1.7614813629010189
217,Gujarat,NYP,653,25824003,0.0025286552204938947
218,Gujarat,PAP,698,25824003,0.0027029117058265523
219,Gujarat,RKEP,1254,25824003,0.004855947391270052
220,Gujarat,RPI(A),2754,25824003,0.010664496902358631
221,Gujarat,RPI(KH),990,25824003,0.003833642677318462
222,Gujarat,RPIE,910,25824003,0.0035238533700604046
223,Gujarat,RSPS,876,25824003,0.0033921929144757304
224,Gujarat,SP,24729,25824003,0.09575974723980632
225,Gujarat,SUCI,2249,25824003,0.008708951900292142
226,Gujarat,VHS,2880,25824003,0.01115241506129007
227,Gujarat,VoP,1089,25824003,0.0042170069450503085
228,Gujarat,YuS,4578,25824003,0.017727693107842342
229,Haryana,AAAP,487941,11495151,4.24475502757641
230,Haryana,ABHKP,685,11495151,0.005959034378930733
231,Haryana,ABHM,1689,11495151,0.014693151921188334
232,Haryana,AIFB,1314,11495151,0.011430906823233554
233,Haryana,AIPF,620,11495151,0.005393578561951905
234,Haryana,AITC,4198,11495151,0.03651974645657113
235,Haryana,AVIRP,479,11495151,0.004166974405120907
236,Haryana,BIP,762,11495151,0.006628882039044115
237,Haryana,BJP,3993527,11495151,34.74097034480017
238,Haryana,BMUP,3428,11495151,0.029821269855437305
239,Haryana,BSCP,7372,11495151,0.0641313889656604
240,Haryana,BSP,527013,11495151,4.584654868822515
241,Haryana,BhSMP,3672,11495151,0.03194390399917322
242,Haryana,CPI,22068,11495151,0.19197659952444296
243,Haryana,CPM,21168,11495151,0.1841472112893515
244,Haryana,HJCBL,703698,11495151,6.12169426917489
245,Haryana,IBSPK,1952,11495151,0.016981073149887286
246,Haryana,INC,2634905,11495151,22.92188245287078
247,Haryana,IND,191278,11495151,1.6639885809242523
248,Haryana,INLD,2799899,11495151,24.357218100049316
249,Haryana,JD(U),976,11495151,0.008490536574943643
250,Haryana,JM,2901,11495151,0.025236728077778187
251,Haryana,LD,1092,11495151,0.009499657725244323
252,Haryana,LPR,4396,11495151,0.03824221186829124
253,Haryana,NAJC,2196,11495151,0.019103707293623196
254,Haryana,NLP,2126,11495151,0.018494754875338307
255,Haryana,NOTA,34220,11495151,0.2976907393387003
256,Haryana,PHRC,916,11495151,0.00796857735927088
257,Haryana,RAKP,2096,11495151,0.018233775267501924
258,Haryana,RBC,6265,11495151,0.05450124143649787
259,Haryana,RBCP,1084,11495151,0.00943006316315462
260,Haryana,RBHP,1297,11495151,0.011283018378792937
261,Haryana,RJAVP,259,11495151,0.0022531239476541024
262,Haryana,RJP(E),2654,11495151,0.023087995973258637
263,Haryana,RMOP,923,11495151,0.008029472601099368
264,Haryana,RPI,1665,11495151,0.014484368234919227
265,Haryana,RPI(A),1251,11495151,0.01088284964677715
266,Haryana,RPP(LB),1195,11495151,0.010395687712149236
267,Haryana,RUC,1429,11495151,0.01243132865327302
268,Haryana,RVNP,1536,11495151,0.013362155921222783
269,Haryana,SP,7641,11495151,0.06647150611592662
270,Haryana,SUCI,4254,11495151,0.037006908391199037
271,Haryana,VIP,2350,11495151,0.020443402613849963
272,Haryana,hkd,2761,11495151,0.024018823241208402
273,Himachal Pradesh,AAAP,63351,3098500,2.0445699532031627
274,Himachal Pradesh,BJP,1652995,3098500,53.348233015975474
275,Himachal Pradesh,BMUP,1538,3098500,0.049636921090850404
276,Himachal Pradesh,BSP,22928,3098500,0.739970953687268
277,Himachal Pradesh,CPM,25399,3098500,0.8197192189769242
278,Himachal Pradesh,HiSP,997,3098500,0.03217685977085687
279,Himachal Pradesh,INC,1260477,3098500,40.680232370501855
280,Himachal Pradesh,IND,28507,3098500,0.9200258189446506
281,Himachal Pradesh,NOTA,29155,3098500,0.940939164111667
282,Himachal Pradesh,SHS,4709,3098500,0.15197676294981444
283,Himachal Pradesh,SP,8444,3098500,0.27251896078747784
284,Jammu & Kashmir,AAAP,6523,3566863,0.1828777836434985
285,Jammu & Kashmir,ABML(S),521,3566863,0.014606672585966997
286,Jammu & Kashmir,AIFB,803,3566863,0.022512779436720726
287,Jammu & Kashmir,AJKMP,4392,3566863,0.12313340882450491
288,Jammu & Kashmir,AKAKRP,1568,3566863,0.043960196957382444
289,Jammu & Kashmir,ASP,3286,3566863,0.09212576989920834
290,Jammu & Kashmir,BHBP,3984,3566863,0.11169478614681866
291,Jammu & Kashmir,BJP,1154220,3566863,32.35952712509564
292,Jammu & Kashmir,BSP,54091,3566863,1.5164866158302128
293,Jammu & Kashmir,GaAP,5566,3566863,0.15604748486274914
294,Jammu & Kashmir,INC,815510,3566863,22.863507793823313
295,Jammu & Kashmir,IND,223498,3566863,6.265954145140983
296,Jammu & Kashmir,JKN,396713,3566863,11.122182152776825
297,Jammu & Kashmir,JKNPP,43452,3566863,1.2182133151735852
298,Jammu & Kashmir,JKPDP,732644,3566863,20.54028988497736
299,Jammu & Kashmir,JMBP,1809,3566863,0.05071683437238829
300,Jammu & Kashmir,JPC,71154,3566863,1.9948621519806058
301,Jammu & Kashmir,NOTA,31550,3566863,0.8845307487279439
302,Jammu & Kashmir,PRISM,2694,3566863,0.07552855268060478
303,Jammu & Kashmir,SDP,6042,3566863,0.1693925446533831
304,Jammu & Kashmir,SP,6843,3566863,0.19184925241031126
305,Jharkhand,AAAP,89302,12982940,0.6878411207322841
306,Jharkhand,ABHM,5743,12982940,0.04423497297222355
307,Jharkhand,ABJS,4516,12982940,0.034784108992262155
308,Jharkhand,AIFB,33873,12982940,0.2609039246888609
309,Jharkhand,AIMF,3094,12982940,0.023831273964140632
310,Jharkhand,AITC,306332,12982940,2.359496385256344
311,Jharkhand,AJSUP,481667,12982940,3.7099994300212433
312,Jharkhand,AKBJHP,8252,12982940,0.0635603337918838
313,Jharkhand,AMB,16045,12982940,0.12358525880886764
314,Jharkhand,BJP,5207439,12982940,40.109859554153374
315,Jharkhand,BMUP,39752,12982940,0.3061864261869808
316,Jharkhand,BSP,140141,12982940,1.0794242290267073
317,Jharkhand,CPI,78029,12982940,0.6010117893173658
318,Jharkhand,CPI(ML)(L),319222,12982940,2.4587805227475443
319,Jharkhand,CPIM,14898,12982940,0.11475058807943346
320,Jharkhand,CPM,68212,12982940,0.5253971750620429
321,Jharkhand,INC,1724740,12982940,13.284664336429191
322,Jharkhand,IND,426224,12982940,3.282954400158978
323,Jharkhand,IUML,19543,12982940,0.15052830868817077
324,Jharkhand,JBSP,215607,12982940,1.6606947270803067
325,Jharkhand,JD(U),86092,12982940,0.6631163665548789
326,Jharkhand,JDP,41387,12982940,0.31877987574463107
327,Jharkhand,JKP,203869,12982940,1.5702837723966991
328,Jharkhand,JKP(N),9062,12982940,0.06979929045347201
329,Jharkhand,JMM,1205031,12982940,9.281649610950986
330,Jharkhand,JVD,10870,12982940,0.08372525791538742
331,Jharkhand,JVM,1567655,12982940,12.074730376940817
332,Jharkhand,MCO,110185,12982940,0.8486906663667859
333,Jharkhand,MMM,4409,12982940,0.03395995051968198
334,Jharkhand,NLP,4245,12982940,0.03269675435610116
335,Jharkhand,NOTA,190927,12982940,1.4705991092926565
336,Jharkhand,RADP,38322,12982940,0.2951719718338065
337,Jharkhand,RJD,212571,12982940,1.6373101932227987
338,Jharkhand,RJM,4647,12982940,0.035793125440000496
339,Jharkhand,RKSP,8686,12982940,0.06690318217599403
340,Jharkhand,SAP,7262,12982940,0.05593494231660933
341,Jharkhand,SLP(L),1997,12982940,0.015381724016285986
342,Jharkhand,SP,57401,12982940,0.4421263596689194
343,Jharkhand,SP(I),4725,12982940,0.03639391385926454
344,Jharkhand,SUCI,7890,12982940,0.0607720593332481
345,Jharkhand,pms,3076,12982940,0.02369263048277201
346,Karnataka,AAAP,254501,31038861,0.8199431029379589
347,Karnataka,AIFB,586,31038861,0.0018879558757004648
348,Karnataka,AITC,2276,31038861,0.007332743298795662
349,Karnataka,ANC,4927,31038861,0.01587364948733138
350,Karnataka,BDBRAJP,8990,31038861,0.02896369167670167
351,Karnataka,BHPP,4291,31038861,0.013824605226332243
352,Karnataka,BJP,13350285,31038861,43.01151707854228
353,Karnataka,BMUP,5192,31038861,0.016727417929414356
354,Karnataka,BSP,265006,31038861,0.8537877726892105
355,Karnataka,CPI,28203,31038861,0.09086351461157031
356,Karnataka,CPI(ML)(L),7885,31038861,0.025403638361600964
357,Karnataka,CPIM,16031,31038861,0.05164815809446101
358,Karnataka,CPM,35465,31038861,0.11425999169234978
359,Karnataka,DPPS,1342,31038861,0.0043236122614164225
360,Karnataka,GaAP,3784,31038861,0.012191168999403684
361,Karnataka,HJP,4728,31038861,0.015232517713842656
362,Karnataka,INC,12666530,31038861,40.80861730074438
363,Karnataka,IND,483513,31038861,1.5577665688183595
364,Karnataka,JD(S),3406465,31038861,10.974838928528982
365,Karnataka,JD(U),11867,31038861,0.0382327173667874
366,Karnataka,JVBP,4270,31038861,0.013756948104506799
367,Karnataka,KAP,33172,31038861,0.10687247834255259
368,Karnataka,KCVP,707,31038861,0.002277789768123257
369,Karnataka,KDC,1345,31038861,0.004333277564534343
370,Karnataka,LSP,2881,31038861,0.009281912760909622
371,Karnataka,NCP,42738,31038861,0.13769190821789498
372,Karnataka,NDEP,3618,31038861,0.011656355560212085
373,Karnataka,NOTA,257881,31038861,0.8308326777841494
374,Karnataka,PPOI,9606,31038861,0.030948300583581338
375,Karnataka,RCMP,2803,31038861,0.00903061487984369
376,Karnataka,RKSP,2129,31038861,0.006859143446017558
377,Karnataka,RPI(A),18886,31038861,0.060846304895015316
378,Karnataka,RSPS,2862,31038861,0.009220699174496126
379,Karnataka,SDPI,27254,31038861,0.08780605705860146
380,Karnataka,SJPA,15474,31038861,0.04985363348223377
381,Karnataka,SP,17582,31038861,0.056645119806425885
382,Karnataka,SUCI,24118,31038861,0.0777025935326686
383,Karnataka,VJCP,3972,31038861,0.0127968613281267
384,Karnataka,WPOI,3747,31038861,0.012071963594282665
385,Karnataka,asdp,1949,31038861,0.00627922525894233
386,Kerala,AAAP,256662,17975895,1.427812078341579
387,Kerala,AITC,4299,17975895,0.02391535998624825
388,Kerala,BJP,1856796,17975895,10.329366076070205
389,Kerala,BSP,71316,17975895,0.3967312893182787
390,Kerala,CPI,1364010,17975895,7.58799492320132
391,Kerala,CPIM,11070,17975895,0.06158246918999027
392,Kerala,CPM,3880655,17975895,21.588104514406652
393,Kerala,INC,5590285,17975895,31.098785345597534
394,Kerala,IND,2043666,17975895,11.368924885242153
395,Kerala,IUML,816226,17975895,4.540669602264588
396,Kerala,JD(S),303595,17975895,1.6889006082868196
397,Kerala,JD(U),3865,17975895,0.021501015665701204
398,Kerala,KEC(M),424194,17975895,2.359793490115513
399,Kerala,NOTA,210563,17975895,1.1713630948556386
400,Kerala,RPI,292,17975895,0.0016243975612897162
401,Kerala,RPI(A),997,17975895,0.0055463163308419414
402,Kerala,RSP,408528,17975895,2.2726434483512503
403,Kerala,RSPK(B),43051,17975895,0.23949294318864234
404,Kerala,SDPI,273849,17975895,1.5234234512384501
405,Kerala,SHS,10181,17975895,0.05663695743661164
406,Kerala,SJD,307597,17975895,1.7111637556850436
407,Kerala,SLAP,682,17975895,0.003793969646573926
408,Kerala,SRP,6512,17975895,0.03622629081889942
409,Kerala,SUCI,18126,17975895,0.1008350349175938
410,Kerala,WPOI,68332,17975895,0.3801312813631811
411,Kerala,igp,546,17975895,0.0030374009193978938
412,Lakshadweep,BJP,187,43239,0.4324799370938273
413,Lakshadweep,CPI,181,43239,0.4186035754758436
414,Lakshadweep,CPM,465,43239,1.0754180253937418
415,Lakshadweep,INC,20130,43239,46.555193228335526
416,Lakshadweep,NCP,21665,43239,50.10522907560304
417,Lakshadweep,NOTA,123,43239,0.2844654131686672
418,Lakshadweep,SP,488,43239,1.128610744929346
419,Madhya Pradesh,AAAP,349488,29639807,1.179116989526956
420,Madhya Pradesh,ABHM,2244,29639807,0.007570899500121577
421,Madhya Pradesh,ABVCP,2255,29639807,0.007608011752573153
422,Madhya Pradesh,AD,7830,29639807,0.026417176063258444
423,Madhya Pradesh,AIFB,15135,29639807,0.05106308553223711
424,Madhya Pradesh,AITC,2114,29639807,0.007132300152966583
425,Madhya Pradesh,ALHP,1067,29639807,0.0035998884878029064
426,Madhya Pradesh,AMS,8544,29639807,0.028826098631478943
427,Madhya Pradesh,APoI,19063,29639807,0.06431553349858182
428,Madhya Pradesh,BA S D,39629,29639807,0.13370195021850176
429,Madhya Pradesh,BBPSP,1679,29639807,0.005664679260563336
430,Madhya Pradesh,BC,1936,29639807,0.006531756431477438
431,Madhya Pradesh,BHSSP,4956,29639807,0.01672075665000113
432,Madhya Pradesh,BJP,16015695,29639807,54.03441054794993
433,Madhya Pradesh,BMSM,3441,29639807,0.011609387335079477
434,Madhya Pradesh,BMUP,36117,29639807,0.12185302016305302
435,Madhya Pradesh,BRMD,1607,29639807,0.005421762699062109
436,Madhya Pradesh,BSCP,36913,29639807,0.12453859770409437
437,Madhya Pradesh,BSDS,924,29639807,0.0031174292059324136
438,Madhya Pradesh,BSP,1124772,29639807,3.7948020376785854
439,Madhya Pradesh,BhNaP,1408,29639807,0.004750368313801773
440,Madhya Pradesh,CPI,96683,29639807,0.32619308216143245
441,Madhya Pradesh,CPIM,5842,29639807,0.019709979892919005
442,Madhya Pradesh,CPM,16375,29639807,0.05524664853586935
443,Madhya Pradesh,CSM,11837,29639807,0.039936157479028116
444,Madhya Pradesh,DaVP,950,29639807,0.003205149075363412
445,Madhya Pradesh,GGP,169453,29639807,0.5717075013342698
446,Madhya Pradesh,INC,10340274,29639807,34.88644173695193
447,Madhya Pradesh,IND,548867,29639807,1.8517900605763056
448,Madhya Pradesh,IUML,9053,29639807,0.030543383767647342
449,Madhya Pradesh,JD(U),13116,29639807,0.044251300286806856
450,Madhya Pradesh,JMBP,7626,29639807,0.0257289124723383
451,Madhya Pradesh,JND,4719,29639807,0.015921156301726257
452,Madhya Pradesh,LSWP,1429,29639807,0.004821218977572965
453,Madhya Pradesh,MAHP,2101,29639807,0.007088440218251084
454,Madhya Pradesh,MNDP,6233,29639807,0.021029151775515946
455,Madhya Pradesh,NADP,2078,29639807,0.00701084187221597
456,Madhya Pradesh,NOTA,391837,29639807,1.321995787624393
457,Madhya Pradesh,NPEP,11813,29639807,0.039855185291861044
458,Madhya Pradesh,PECP,1484,29639807,0.005006780239830846
459,Madhya Pradesh,PHRC,3094,29639807,0.010438664462288841
460,Madhya Pradesh,PRSP,21284,29639807,0.07180883465266828
461,Madhya Pradesh,PSS,796,29639807,0.0026855775410413434
462,Madhya Pradesh,RAHM,1724,29639807,0.0058165021115016025
463,Madhya Pradesh,RPI(A),7081,29639807,0.023890169055419287
464,Madhya Pradesh,RPI(KH),3250,29639807,0.010964983678874832
465,Madhya Pradesh,RSMD,7430,29639807,0.025067639610473844
466,Madhya Pradesh,RsAD,10037,29639807,0.033863243441497444
467,Madhya Pradesh,SAP,10422,29639807,0.03516217227730262
468,Madhya Pradesh,SDPI,5557,29639807,0.018748435170309982
469,Madhya Pradesh,SHS,2625,29639807,0.008856332971398904
