,state,pc_name,candidate,sex,age,category,party,general_votes,postal_votes,total_votes,total_electors,margin,margin_difference
6623,Uttar Pradesh,UP_Maharajganj,AKHILESH,MALE,55.0,GENERAL,SP,385592,333,385925,1915408,-340424,
6624,Uttar Pradesh,UP_Maharajganj,PANKAJ CHOUDHARY,MALE,54.0,GENERAL,BJP,725557,792,726349,1915408,0,
6640,Uttar Pradesh,Gorakhpur,Ravindra Shyamnarayan Shukla alias Ravi Kishan,MALE,51.0,GENERAL,BJP,715010,2112,717122,1981197,0,
6641,Uttar Pradesh,Gorakhpur,Rambhual Nishad,MALE,58.0,GENERAL,SP,414340,1118,415458,1981197,-301664,
6649,Uttar Pradesh,Kushi Nagar,N.P. KUSHWAHA ALIAS NATHUNI PRASAD KUSHWAHA,MALE,65.0,GENERAL,SP,257776,1703,259479,1761564,-337560,
6651,Uttar Pradesh,Kushi Nagar,VIJAY KUMAR DUBEY,MALE,50.0,GENERAL,BJP,595508,1531,597039,1761564,0,
6665,Uttar Pradesh,Deoria,BINOD KUMAR JAISWAL,MALE,56.0,GENERAL,BSP,327728,2985,330713,1754195,-249931,
6666,Uttar Pradesh,Deoria,RAMAPATI RAM TRIPATHI,MALE,69.0,GENERAL,BJP,577617,3027,580644,1754195,0,
6676,Uttar Pradesh,Bansgaon,Kamlesh Paswan,MALE,42.0,SC,BJP,544434,2239,546673,1751258,0,
6677,Uttar Pradesh,Bansgaon,Sadal Prasad,MALE,62.0,SC,BSP,391441,1764,393205,1751258,-153468,
6682,Uttar Pradesh,Lalganj,Neelam Sonker,FEMALE,43.0,SC,BJP,356328,895,357223,1751980,-161597,
6684,Uttar Pradesh,Lalganj,Sangeeta Azad,FEMALE,44.0,SC,BSP,517545,1275,518820,1751980,0,
6697,Uttar Pradesh,Azamgarh,Akhilesh Yadav,MALE,45.0,GENERAL,SP,619594,1984,621578,1789168,0,
6698,Uttar Pradesh,Azamgarh,Dinesh Lal Yadav Nirahua,MALE,40.0,GENERAL,BJP,360255,1449,361704,1789168,-259874,
6714,Uttar Pradesh,Ghosi,ATUL KUMAR SINGH,MALE,36.0,GENERAL,BSP,572459,1370,573829,1991651,0,
6716,Uttar Pradesh,Ghosi,HARINARAYAN,MALE,78.0,GENERAL,BJP,449212,2049,451261,1991651,-122568,
6729,Uttar Pradesh,Salempur,R S KUSHWAHA,MALE,62.0,GENERAL,BSP,352381,2944,355325,1667282,-112615,
6730,Uttar Pradesh,Salempur,RAVINDER,MALE,55.0,GENERAL,BJP,464629,3311,467940,1667282,0,
6745,Uttar Pradesh,Ballia,Virendra Singh,MALE,62.0,GENERAL,BJP,464039,5075,469114,1822625,0,
6746,Uttar Pradesh,Ballia,Sanatan Pandey,MALE,56.0,GENERAL,SP,450408,3187,453595,1822625,-15519,
6756,Uttar Pradesh,Jaunpur,KRISHNA PRATAP SINGH K.P.,MALE,42.0,GENERAL,BJP,439292,900,440192,1867976,-80936,
6758,Uttar Pradesh,Jaunpur,SHYAM SINGH YADAV,MALE,65.0,GENERAL,BSP,520046,1082,521128,1867976,0,
6777,Uttar Pradesh,Machhlishahr,Tribhuvan Ram (T.Ram),MALE,70.0,SC,BSP,486763,1453,488216,1848306,-181,
6778,Uttar Pradesh,Machhlishahr,Bholanath (B.P. Saroj),MALE,58.0,SC,BJP,487093,1304,488397,1848306,0,
6794,Uttar Pradesh,Ghazipur,AFZAL ANSARI,MALE,65.0,GENERAL,BSP,564144,1938,566082,1881077,0,
6796,Uttar Pradesh,Ghazipur,MANOJ SINHA,MALE,59.0,GENERAL,BJP,443188,3502,446690,1881077,-119392,
6808,Uttar Pradesh,Chandauli,Dr. Mahendra Nath Pandey,MALE,62.0,GENERAL,BJP,508113,2620,510733,1756837,0,
6809,Uttar Pradesh,Chandauli,Sanjay Singh Chauhan,MALE,43.0,GENERAL,SP,494689,2085,496774,1756837,-13959,
6823,Uttar Pradesh,Varanasi,NARENDRA MODI,MALE,68.0,GENERAL,BJP,673453,1211,674664,1856791,0,
6824,Uttar Pradesh,Varanasi,SHALINI YADAV,FEMALE,47.0,GENERAL,SP,194763,396,195159,1856791,-479505,
6851,Uttar Pradesh,Bhadohi,RAMESH CHAND,MALE,44.0,GENERAL,BJP,508989,1040,510029,1942514,0,
6852,Uttar Pradesh,Bhadohi,RANGNATH MISHRA,MALE,59.0,GENERAL,BSP,465412,1002,466414,1942514,-43615,
6862,Uttar Pradesh,Mirzapur,Ramcharitra Nishad,MALE,54.0,SC,SP,359208,348,359556,1845150,-232008,
6865,Uttar Pradesh,Mirzapur,Anupriya Singh Patel,FEMALE,37.0,GENERAL,ADAL,590867,697,591564,1845150,0,
6874,Uttar Pradesh,Robertsganj,BHAI LAL,MALE,67.0,SC,SP,393304,274,393578,1723538,-54336,
6879,Uttar Pradesh,Robertsganj,PAKAURI LAL KOL,MALE,66.0,SC,ADAL,447691,223,447914,1723538,0,
6885,West Bengal,Cooch behar,ADHIKARY PARESH CHANDRA,MALE,66.0,SC,AITC,676339,1024,677363,1814200,-54231,
6887,West Bengal,Cooch behar,NISITH PRAMANIK,MALE,33.0,SC,BJP,728634,2960,731594,1814200,0,
6897,West Bengal,Alipurduars,JOHN BARLA,MALE,43.0,ST,BJP,747788,3016,750804,1648383,0,
6898,West Bengal,Alipurduars,DASRATH TIRKEY,MALE,52.0,ST,AITC,505885,930,506815,1648383,-243989,
6905,West Bengal,Jalpaiguri,Dr. JAYANTA KUMAR ROY,MALE,51.0,SC,BJP,757806,2339,760145,1735464,0,
6907,West Bengal,Jalpaiguri,BIJOY CHANDRA BARMAN,MALE,62.0,SC,AITC,575547,594,576141,1735464,-184004,
6918,West Bengal,Darjeeling,AMAR SINGH RAI,MALE,71.0,GENERAL,AITC,335793,831,336624,1611317,-413443,
6919,West Bengal,Darjeeling,RAJU BISTA,MALE,33.0,GENERAL,BJP,744657,5410,750067,1611317,0,
6935,West Bengal,Raiganj,AGARWAL KANAIALAL,MALE,64.0,GENERAL,AITC,449269,1809,451078,1601220,-60574,
6938,West Bengal,Raiganj,DEBASREE CHAUDHURI,FEMALE,48.0,GENERAL,BJP,509862,1790,511652,1601220,0,
6950,West Bengal,Balurghat,Arpita Ghosh,FEMALE,52.0,GENERAL,AITC,505463,561,506024,1431704,-33293,
6954,West Bengal,Balurghat,Sukanta Majumdar,MALE,39.0,GENERAL,BJP,537577,1740,539317,1431704,0,
6965,West Bengal,Maldaha Uttar,KHAGEN MURMU,MALE,59.0,ST,BJP,507798,1726,509524,1685955,0,
6968,West Bengal,Maldaha Uttar,MAUSAM NOOR,FEMALE,39.0,GENERAL,AITC,424517,719,425236,1685955,-84288,
6981,West Bengal,Maldaha Dakshin,ABU HASEM KHAN CHOWDHURY (DALU),MALE,72.0,GENERAL,INC,443540,730,444270,1575590,0,
6984,West Bengal,Maldaha Dakshin,SREERUPA MITRA CHAUDHURY,FEMALE,54.0,GENERAL,BJP,434003,2045,436048,1575590,-8222,
6993,West Bengal,Jangipur,KHALILUR RAHAMAN,MALE,58.0,GENERAL,AITC,562518,320,562838,1616213,0,
6994,West Bengal,Jangipur,MAFUJA KHATUN,FEMALE,48.0,GENERAL,BJP,316147,909,317056,1616213,-245782,
7004,West Bengal,Baharampur,ADHIR RANJAN CHOWDHURY,MALE,63.0,GENERAL,INC,589580,1526,591106,1638378,0,
7005,West Bengal,Baharampur,APURBA SARKAR (DAVID),MALE,55.0,GENERAL,AITC,509886,524,510410,1638378,-80696,
7016,West Bengal,Murshidabad,ABU TAHER KHAN,MALE,57.0,GENERAL,AITC,604024,322,604346,1725187,0,
7017,West Bengal,Murshidabad,"ABU HENA, S/O - LATE ABDUS SATTAR",MALE,69.0,GENERAL,INC,377721,208,377929,1725187,-226417,
7030,West Bengal,Krishnanagar,KALYAN CHAUBEY,MALE,40.0,GENERAL,BJP,548248,3406,551654,1631698,-63218,
7032,West Bengal,Krishnanagar,MAHUA MOITRA,FEMALE,44.0,GENERAL,AITC,613652,1220,614872,1631698,0,
7041,West Bengal,Ranaghat,JAGANNATH SARKAR,MALE,56.0,SC,BJP,779767,3486,783253,1762252,0,
7044,West Bengal,Ranaghat,RUPALI BISWAS,FEMALE,25.0,SC,AITC,548736,1089,549825,1762252,-233428,
7050,West Bengal,Bangaon,MAMATA THAKUR,FEMALE,51.0,SC,AITC,575382,646,576028,1704632,-111594,
7051,West Bengal,Bangaon,SHANTANU THAKUR,MALE,37.0,SC,BJP,685237,2385,687622,1704632,0,
7059,West Bengal,Barrackpore,ARJUN SINGH,MALE,57.0,GENERAL,BJP,471490,1504,472994,1436431,0,
7062,West Bengal,Barrackpore,DINESH TRIVEDI,MALE,68.0,GENERAL,AITC,457870,267,458137,1436431,-14857,
7077,West Bengal,Dum dum,SAMIK BHATTACHARYA,MALE,53.0,SC,BJP,458270,790,459060,1566196,-53002,
7078,West Bengal,Dum dum,SOUGATA RAY,MALE,71.0,GENERAL,AITC,511707,355,512062,1566196,0,
7088,West Bengal,Barasat,Dr. Kakoli Ghoshdastidar,FEMALE,60.0,GENERAL,AITC,647819,625,648444,1718252,0,
7089,West Bengal,Barasat,Mrinal Kanti Debnath,MALE,68.0,GENERAL,BJP,537095,1180,538275,1718252,-110169,
7103,West Bengal,Basirhat,Nusrat Jahan Ruhi,FEMALE,28.0,GENERAL,AITC,781920,158,782078,1678357,0,
7105,West Bengal,Basirhat,Sayantan Basu,MALE,42.0,GENERAL,BJP,431105,604,431709,1678357,-350369,
7115,West Bengal,Jaynagar,DR. ASHOK KANDARY,MALE,43.0,SC,BJP,444040,387,444427,1648355,-316775,
7117,West Bengal,Jaynagar,PRATIMA MONDAL,FEMALE,53.0,SC,AITC,760934,268,761202,1648355,0,
7125,West Bengal,Mathurapur,CHOUDHURY MOHAN JATUA,MALE,80.0,SC,AITC,726463,365,726828,1652096,0,
7127,West Bengal,Mathurapur,SHYAMAPRASAD HALDER,MALE,46.0,SC,BJP,522267,587,522854,1652096,-203974,
7134,West Bengal,Diamond harbour,ABHISHEK BANERJEE,MALE,31.0,GENERAL,AITC,790725,402,791127,1719190,0,
7135,West Bengal,Diamond harbour,NILANJAN ROY,MALE,43.0,GENERAL,BJP,470047,486,470533,1719190,-320594,
7145,West Bengal,Jadavpur,ANUPAM HAZRA,MALE,37.0,GENERAL,BJP,392610,623,393233,1816857,-295239,
7148,West Bengal,Jadavpur,MIMI CHAKRABORTY,FEMALE,30.0,GENERAL,AITC,687773,699,688472,1816857,0,
7159,West Bengal,Kolkata Dakshin,Chandra Kumar Bose,MALE,58.0,GENERAL,BJP,417086,841,417927,1728851,-155192,
7160,West Bengal,Kolkata Dakshin,Mala Roy,FEMALE,61.0,GENERAL,AITC,572188,931,573119,1728851,0,
7173,West Bengal,Kolkata Uttar,BANDYOPADHYAY SUDIP,MALE,70.0,GENERAL,AITC,474490,401,474891,1444082,0,
7176,West Bengal,Kolkata Uttar,RAHUL (BISWAJIT) SINHA,MALE,55.0,GENERAL,BJP,347307,489,347796,1444082,-127095,
7195,West Bengal,Howrah,Prasun Banerjee,MALE,64.0,GENERAL,AITC,576499,212,576711,1633925,0,
7196,West Bengal,Howrah,Rantidev Sengupta,MALE,60.0,GENERAL,BJP,472456,560,473016,1633925,-103695,
7215,West Bengal,Uluberia,JOY BANERJEE,MALE,56.0,GENERAL,BJP,479016,570,479586,1614988,-215359,
7217,West Bengal,Uluberia,SAJDA AHMED,FEMALE,57.0,GENERAL,AITC,694617,328,694945,1614988,0,
7226,West Bengal,Srerampur,KALYAN BANERJEE,MALE,62.0,GENERAL,AITC,637231,476,637707,1785472,0,
7228,West Bengal,Srerampur,DEBJIT SARKAR,MALE,42.0,GENERAL,BJP,538273,898,539171,1785472,-98536,
7241,West Bengal,Hooghly,DR. RATNA DE (NAG),FEMALE,70.0,GENERAL,AITC,597482,604,598086,1766601,-73362,
7242,West Bengal,Hooghly,LOCKET CHATTERJEE,FEMALE,45.0,GENERAL,BJP,670031,1417,671448,1766601,0,
7248,West Bengal,Arambagh,APARUPA PODDAR (AFRIN ALI),FEMALE,33.0,SC,AITC,649613,316,649929,1764726,0,
7250,West Bengal,Arambagh,TAPAN KUMAR RAY,MALE,55.0,SC,BJP,647755,1032,648787,1764726,-1142,
7258,West Bengal,Tamluk,Adhikari Dibyendu,MALE,42.0,GENERAL,AITC,723641,792,724433,1694646,0,
7261,West Bengal,Tamluk,Sidharthashankar Naskar,MALE,50.0,SC,BJP,532844,1424,534268,1694646,-190165,
7271,West Bengal,Kanthi,Adhikari Sisir,MALE,77.0,GENERAL,AITC,711233,639,711872,1660147,0,
7273,West Bengal,Kanthi,Dr. Debasis Samanta,MALE,46.0,GENERAL,BJP,598616,1588,600204,1660147,-111668,
7279,West Bengal,Ghatal,ADHIKARI DEEPAK (DEV),MALE,36.0,GENERAL,AITC,717407,552,717959,1800002,0,
7282,West Bengal,Ghatal,BHARATI GHOSH,FEMALE,56.0,GENERAL,BJP,608523,1463,609986,1800002,-107973,
7288,West Bengal,Jhargram,Kunar Hembram,MALE,56.0,ST,BJP,623373,3210,626583,1641868,0,
7290,West Bengal,Jhargram,Birbaha Saren,FEMALE,48.0,ST,AITC,613566,1250,614816,1641868,-11767,
7297,West Bengal,Medinipur,Dilip Ghosh,MALE,54.0,GENERAL,BJP,683285,2148,685433,1674236,0,
7299,West Bengal,Medinipur,Manas Ranjan Bhunia,MALE,67.0,GENERAL,AITC,595972,509,596481,1674236,-88952,
7308,West Bengal,Purulia,JYOTIRMAY SINGH MAHATO,MALE,34.0,GENERAL,BJP,666016,2091,668107,1645884,0,
7311,West Bengal,Purulia,Dr. MRIGANKA MAHATO,MALE,56.0,GENERAL,AITC,462785,590,463375,1645884,-204732,
7325,West Bengal,Bankura,SUBRATA MUKHERJEE,MALE,72.0,GENERAL,AITC,500122,864,500986,1648906,-174333,
7326,West Bengal,Bankura,DR. SUBHAS SARKAR,MALE,65.0,GENERAL,BJP,672202,3117,675319,1648906,0,
7341,West Bengal,Bishnupur,KHAN SAUMITRA,MALE,38.0,SC,BJP,654904,2115,657019,1627199,0,
7342,West Bengal,Bishnupur,SHYAMAL SANTRA,MALE,39.0,SC,AITC,578560,412,578972,1627199,-78047,
7350,West Bengal,Bardhaman Purba,PARESH CHANDRA DAS,MALE,61.0,SC,BJP,550671,852,551523,1698089,-89311,
7353,West Bengal,Bardhaman Purba,SUNIL KUMAR MONDAL,MALE,61.0,SC,AITC,640490,344,640834,1698089,0,
7357,West Bengal,Bardhaman Durgapur,S.S AHLUWALIA,MALE,67.0,GENERAL,BJP,597450,926,598376,1733578,0,
7359,West Bengal,Bardhaman Durgapur,DR. MAMTAZ SANGHAMITA,FEMALE,73.0,GENERAL,AITC,595611,326,595937,1733578,-2439,
7365,West Bengal,Asansol,BABUL SUPRIYO,MALE,48.0,GENERAL,BJP,632727,651,633378,1615865,0,
7367,West Bengal,Asansol,MOON MOON SEN,FEMALE,65.0,GENERAL,AITC,435584,157,435741,1615865,-197637,
7376,West Bengal,Bolpur,ASIT KUMAR MAL,MALE,63.0,SC,AITC,698441,730,699171,1705073,0,
7377,West Bengal,Bolpur,DAS RAMPRASAD,MALE,53.0,SC,BJP,591445,1324,592769,1705073,-106402,
7385,West Bengal,Birbhum,DUDH KUMAR MONDAL,MALE,63.0,GENERAL,BJP,563715,1438,565153,1699219,-88924,
7387,West Bengal,Birbhum,SATABDI ROY,FEMALE,49.0,GENERAL,AITC,653426,651,654077,1699219,0,
7393,Chhattisgarh,SARGUJA,Khel Sai Singh,MALE,72.0,ST,INC,504927,911,505838,1655239,-157873,
7395,Chhattisgarh,SARGUJA,Renuka Singh Saruta,FEMALE,55.0,ST,BJP,662428,1283,663711,1655239,0,
7405,Chhattisgarh,RAIGARH,GOMATI SAI,FEMALE,43.0,ST,BJP,656939,1396,658335,1733805,0,
7406,Chhattisgarh,RAIGARH,LALJEET SINGH RATHIA,MALE,42.0,ST,INC,590690,1618,592308,1733805,-66027,
7419,Chhattisgarh,JANJGIR-CHAMPA,GUHARAM AJGALLEY,MALE,52.0,SC,BJP,570486,2304,572790,1897134,0,
7421,Chhattisgarh,JANJGIR-CHAMPA,RAVI PARASRAM BHARDWAJ,MALE,42.0,SC,INC,488051,1484,489535,1897134,-83255,
7435,Chhattisgarh,KORBA,JYOTI NAND DUBEY,MALE,52.0,GENERAL,BJP,495960,1101,497061,1508840,-26249,
7436,Chhattisgarh,KORBA,JYOTSNA CHARANDAS MAHANT,FEMALE,65.0,GENERAL,INC,522671,639,523310,1508840,0,
7449,Chhattisgarh,BILASPUR,ATAL SHRIVASTAV,MALE,51.0,GENERAL,INC,492185,611,492796,1876953,-141763,
7450,Chhattisgarh,BILASPUR,ARUN SAO,MALE,51.0,GENERAL,BJP,633268,1291,634559,1876953,0,
7475,Chhattisgarh,RAJNANDGAON,BHOLA RAM SAHU,MALE,60.0,GENERAL,INC,549410,1011,550421,1716459,-111966,
7477,Chhattisgarh,RAJNANDGAON,SANTOSH PANDEY,MALE,51.0,GENERAL,BJP,660956,1431,662387,1716459,0,
7491,Chhattisgarh,DURG,PRATIMA CHANDRAKAR,FEMALE,61.0,GENERAL,INC,456793,603,457396,1940269,-391978,
7492,Chhattisgarh,DURG,VIJAY BAGHEL,MALE,59.0,GENERAL,BJP,847445,1929,849374,1940269,0,
7513,Chhattisgarh,RAIPUR,Pramod Dubey,MALE,53.0,GENERAL,INC,488515,1149,489664,2111738,-348238,
7514,Chhattisgarh,RAIPUR,Sunil Kumar Soni,MALE,57.0,GENERAL,BJP,836211,1691,837902,2111738,0,
7538,Chhattisgarh,MAHASAMUND,CHUNNI LAL SAHU,MALE,51.0,GENERAL,BJP,614924,1656,616580,1637951,0,
7540,Chhattisgarh,MAHASAMUND,DHANENDRA SAHU,MALE,66.0,GENERAL,INC,525229,840,526069,1637951,-90511,
7553,Chhattisgarh,BASTAR,DEEPAK BAIJ,MALE,38.0,ST,INC,401539,988,402527,1379122,0,
7554,Chhattisgarh,BASTAR,BAIDU RAM KASHYAP,MALE,46.0,ST,BJP,361727,1818,363545,1379122,-38982,
7560,Chhattisgarh,KANKER,BIRESH THAKUR,MALE,52.0,ST,INC,537999,1320,539319,1558952,-6914,
7561,Chhattisgarh,KANKER,MOHAN MANDAVI,MALE,61.0,ST,BJP,543376,2857,546233,1558952,0,
7573,Jharkhand,Rajmahal,VIJAY KUMAR HANSDAK,MALE,36.0,ST,JMM,506589,1241,507830,1454436,0,
7574,Jharkhand,Rajmahal,HEMLAL MURMU,MALE,63.0,ST,BJP,407626,1009,408635,1454436,-99195,
7586,Jharkhand,Dumka,SHIBU SOREN,MALE,72.0,ST,JMM,436158,1175,437333,1397253,-47590,
7587,Jharkhand,Dumka,SUNIL SOREN,MALE,39.0,ST,BJP,483748,1175,484923,1397253,0,
7602,Jharkhand,Godda,Nishikant Dubey,MALE,47.0,GENERAL,BJP,635383,2227,637610,1716766,0,
7603,Jharkhand,Godda,Pradeep Yadav,MALE,53.0,GENERAL,JVM,450677,2706,453383,1716766,-184227,
7617,Jharkhand,Chatra,MANOJ KUMAR YADAV,MALE,62.0,GENERAL,INC,149254,952,150206,1425218,-377871,
7618,Jharkhand,Chatra,SUNIL KUMAR SINGH,MALE,55.0,GENERAL,BJP,526205,1872,528077,1425218,0,
7642,Jharkhand,Kodarma,ANNPURNA DEVI,FEMALE,50.0,GENERAL,BJP,751996,1020,753016,1814125,0,
7644,Jharkhand,Kodarma,BABU LAL MARANDI,MALE,61.0,ST,JVM,297232,184,297416,1814125,-455600,
7657,Jharkhand,Giridih,Chandra Prakash Choudhary,MALE,50.0,GENERAL,AJSUP,646864,1413,648277,1649413,0,
7658,Jharkhand,Giridih,Jagarnath Mahto,MALE,52.0,GENERAL,JMM,398268,1662,399930,1649413,-248347,
7673,Jharkhand,Dhanbad,KIRTI AZAD,MALE,58.0,GENERAL,INC,340141,899,341040,2072634,-486194,
7674,Jharkhand,Dhanbad,PASHUPATI NATH SINGH,MALE,69.0,GENERAL,BJP,824704,2530,827234,2072634,0,
7695,Jharkhand,Ranchi,SANJAY SETH,MALE,60.0,GENERAL,BJP,703983,2527,706510,1915959,0,
7696,Jharkhand,Ranchi,SUBODH KANT SAHAY,MALE,67.0,GENERAL,INC,422600,1130,423730,1915959,-282780,
7717,Jharkhand,Jamshedpur,Champai Soren,MALE,62.0,ST,JMM,377352,190,377542,1703279,-302090,
7718,Jharkhand,Jamshedpur,Bidyut Baran Mahato,MALE,56.0,GENERAL,BJP,678984,648,679632,1703279,0,
7739,Jharkhand,Singhbhum,GEETA KORA,FEMALE,35.0,ST,INC,431545,270,431815,1269917,0,
7741,Jharkhand,Singhbhum,LAXMAN GILUWA,MALE,57.0,ST,BJP,359159,501,359660,1269917,-72155,
7749,Jharkhand,Khunti,ARJUN MUNDA,MALE,50.0,ST,BJP,381566,1072,382638,1202664,0,
7751,Jharkhand,Khunti,KALI CHARAN MUNDA,MALE,57.0,ST,INC,380468,725,381193,1202664,-1445,
7763,Jharkhand,Lohardaga,SUKHDEO BHAGAT,MALE,57.0,ST,INC,360068,1164,361232,1234286,-10363,
7764,Jharkhand,Lohardaga,SUDARSHAN BHAGAT,MALE,52.0,ST,BJP,369527,2068,371595,1234286,0,
7777,Jharkhand,Palamau,GHURAN RAM,MALE,51.0,SC,RJD,276967,1086,278053,1881441,-477606,
7778,Jharkhand,Palamau,VISHNU DAYAL RAM,MALE,68.0,SC,BJP,753240,2419,755659,1881441,0,
7796,Jharkhand,Hazaribagh,GOPAL PRASAD SAHU,MALE,74.0,GENERAL,INC,249022,228,249250,1667465,-479548,
7797,Jharkhand,Hazaribagh,JAYANT SINHA,MALE,55.0,GENERAL,BJP,727359,1439,728798,1667465,0,
7813,Uttarakhand,Tehri Garhwal,PRITAM SINGH,MALE,60.0,ST,INC,262171,2576,264747,1493543,-300586,
7814,Uttarakhand,Tehri Garhwal,MALA RAJYA LAXMI SHAH,FEMALE,68.0,GENERAL,BJP,556120,9213,565333,1493543,0,
7829,Uttarakhand,Garhwal,Tirath Singh Rawat,MALE,55.0,GENERAL,BJP,487613,19367,506980,1355796,0,
7830,Uttarakhand,Garhwal,Manish Khanduri,MALE,50.0,GENERAL,INC,202610,1701,204311,1355796,-302669,
7839,Uttarakhand,Almora,Ajay Tamta,MALE,46.0,SC,BJP,430455,14196,444651,1337808,0,
7840,Uttarakhand,Almora,Pradeep Tamta,MALE,60.0,SC,INC,209836,1829,211665,1337808,-232986,
7846,Uttarakhand,Nainital-udhamsingh Nagar,Ajay Bhatt,MALE,57.0,GENERAL,BJP,765173,7022,772195,1828433,0,
7848,Uttarakhand,Nainital-udhamsingh Nagar,Harish Rawat,MALE,71.0,GENERAL,INC,431101,1998,433099,1828433,-339096,
7855,Uttarakhand,Hardwar,Ambrish Kumar,MALE,70.0,GENERAL,INC,406264,681,406945,1840738,-258729,
7856,Uttarakhand,Hardwar,Ramesh Pokhriyal 'Nishank',MALE,59.0,GENERAL,BJP,661050,4624,665674,1840738,0,
7870,Telangana,Adilabad ,Godam Nagesh,MALE,54.0,ST,TRS,318665,149,318814,1489790,-58560,
7872,Telangana,Adilabad ,SOYAM BAPU RAO,MALE,52.0,ST,BJP,376892,482,377374,1489790,0,
7882,Telangana,Peddapalle ,Agam Chandrasekhar,MALE,60.0,SC,INC,345955,186,346141,1479091,-95180,
7885,Telangana,Peddapalle ,Venkatesh Netha Borlakunta,MALE,42.0,SC,TRS,441007,314,441321,1479091,0,
7901,Telangana,Karimnagar ,BANDI SANJAY KUMAR,MALE,47.0,GENERAL,BJP,497462,814,498276,1651543,0,
7902,Telangana,Karimnagar ,BOIANAPALLI VINOD KUMAR,MALE,59.0,GENERAL,TRS,408560,208,408768,1651543,-89508,
7916,Telangana,Nizamabad,ARVIND DHARMAPURI,MALE,43.0,GENERAL,BJP,479748,836,480584,1553385,0,
7917,Telangana,Nizamabad,KALVAKUNTLA KAVITHA,FEMALE,41.0,GENERAL,TRS,409481,228,409709,1553385,-70875,
8102,Telangana,Zahirabad,B.B.PATIL,MALE,63.0,GENERAL,TRS,434066,178,434244,1498666,0,
8104,Telangana,Zahirabad,MADAN MOHAN RAO,MALE,49.0,GENERAL,INC,427900,115,428015,1498666,-6229,
8115,Telangana,Medak,Anil Kumar Gali,MALE,46.0,GENERAL,INC,279442,179,279621,1603318,-316427,
8116,Telangana,Medak,Kotha Prabhakar Reddy,MALE,53.0,GENERAL,TRS,595830,218,596048,1603318,0,
8126,Telangana,Malkajgiri,ANUMULA REVANTH REDDY,MALE,51.0,GENERAL,INC,602907,841,603748,3150313,0,
8127,Telangana,Malkajgiri,RAJASHEKAR REDDY MARRI,MALE,50.0,GENERAL,TRS,592485,344,592829,3150313,-10919,
8140,Telangana,Secundrabad,G . KISHAN REDDY,MALE,58.0,GENERAL,BJP,384248,532,384780,1968276,0,
8141,Telangana,Secundrabad,TALASANI SAI KIRAN YADAV,MALE,32.0,GENERAL,TRS,322482,184,322666,1968276,-62114,
8168,Telangana,Hyderabad,ASADUDDIN OWAISI,MALE,49.0,GENERAL,AIMIM,517239,232,517471,1957931,0,
8170,Telangana,Hyderabad,Dr. BHAGAVANTH RAO,MALE,67.0,GENERAL,BJP,235056,229,235285,1957931,-282186,
8184,Telangana,CHEVELLA,Konda Vishweshwar Reddy,MALE,59.0,GENERAL,INC,513180,651,513831,2443112,-14317,
8185,Telangana,CHEVELLA,Dr. G. Ranjith Reddy,MALE,54.0,GENERAL,TRS,527878,270,528148,2443112,0,
8208,Telangana,Mahbubnagar,ARUNA D.K,FEMALE,59.0,GENERAL,BJP,333121,452,333573,1506102,-77829,
8210,Telangana,Mahbubnagar,MANNE SRINIVAS REDDY,MALE,60.0,GENERAL,TRS,411241,161,411402,1506102,0,
8221,Telangana,Nagarkurnool,POTHUGANTI RAMULU,MALE,66.0,SC,TRS,499428,244,499672,1588111,0,
8222,Telangana,Nagarkurnool,DR MALLU RAVI,MALE,68.0,SC,INC,309732,192,309924,1588111,-189748,
8233,Telangana,Nalgonda,UTTAM KUMAR REDDY NALAMADA,MALE,55.0,GENERAL,INC,525508,520,526028,1585980,0,
8236,Telangana,Nalgonda,VEMIREDDY NARASIMHA REDDY,MALE,63.0,GENERAL,TRS,500120,226,500346,1585980,-25682,
8261,Telangana,Bhongir ,Komati Reddy Venkat Reddy,MALE,55.0,GENERAL,INC,532031,764,532795,1628033,0,
8263,Telangana,Bhongir ,Dr. Boora Narsaiah Goud,MALE,60.0,GENERAL,TRS,527235,341,527576,1628033,-5219,
8276,Telangana,Warangal,DAYAKAR PASUNOORI,MALE,51.0,SC,TRS,612027,471,612498,1666770,0,
8277,Telangana,Warangal,DOMMATI SAMBAIAH,MALE,56.0,SC,INC,261816,384,262200,1666770,-350298,
8292,Telangana,Mahabubabad  ,Kavitha Malothu,FEMALE,39.0,ST,TRS,461824,285,462109,1424385,0,
8294,Telangana,Mahabubabad  ,Balaram Naik Porika,MALE,55.0,ST,INC,315262,184,315446,1424385,-146663,
8307,Telangana,Khammam ,NAMA NAGESWR RAO,MALE,62.0,GENERAL,TRS,566621,838,567459,1513809,0,
8309,Telangana,Khammam ,RENUKA CHOWDHURY,FEMALE,64.0,GENERAL,INC,399008,389,399397,1513809,-168062,
8331,Andaman & Nicobar Islands,Andaman & Nicobar Islands,KULDEEP RAI SHARMA,MALE,52.0,GENERAL,INC,95249,59,95308,318471,0,
8333,Andaman & Nicobar Islands,Andaman & Nicobar Islands,VISHAL JOLLY,MALE,46.0,GENERAL,BJP,93772,129,93901,318471,-1407,
8346,Chandigarh,CHANDIGARH,KIRRON KHER,FEMALE,66.0,GENERAL,BJP,230967,221,231188,646729,0,
