,state,pc_name,candidate,sex,age,category,party,general_votes,postal_votes,total_votes_x,total_electors,margin,margin_difference,votes,total_votes_y,votes_share
170,West Bengal,Darjeeling,RAJU BISTA,MALE,33.0,GENERAL,BJP,744657,5410,750067,1611317,0,,23028517,57206976,40.25473571614763
171,West Bengal,Hooghly,LOCKET CHATTERJEE,FEMALE,45.0,GENERAL,BJP,670031,1417,671448,1766601,0,,23028517,57206976,40.25473571614763
172,West Bengal,Jalpaiguri,Dr. JAYANTA KUMAR ROY,MALE,51.0,SC,BJP,757806,2339,760145,1735464,0,,23028517,57206976,40.25473571614763
173,West Bengal,Jhargram,Kunar Hembram,MALE,56.0,ST,BJP,623373,3210,626583,1641868,0,,23028517,57206976,40.25473571614763
174,West Bengal,Maldaha Uttar,KHAGEN MURMU,MALE,59.0,ST,BJP,507798,1726,509524,1685955,0,,23028517,57206976,40.25473571614763
175,West Bengal,Medinipur,Dilip Ghosh,MALE,54.0,GENERAL,BJP,683285,2148,685433,1674236,0,,23028517,57206976,40.25473571614763
176,West Bengal,Purulia,JYOTIRMAY SINGH MAHATO,MALE,34.0,GENERAL,BJP,666016,2091,668107,1645884,0,,23028517,57206976,40.25473571614763
177,West Bengal,Raiganj,DEBASREE CHAUDHURI,FEMALE,48.0,GENERAL,BJP,509862,1790,511652,1601220,0,,23028517,57206976,40.25473571614763
178,West Bengal,Ranaghat,JAGANNATH SARKAR,MALE,56.0,SC,BJP,779767,3486,783253,1762252,0,,23028517,57206976,40.25473571614763
179,Uttarakhand,Almora,Ajay Tamta,MALE,46.0,SC,BJP,430455,14196,444651,1337808,0,,2954833,4842925,61.013395829999425
180,Uttarakhand,Garhwal,Tirath Singh Rawat,MALE,55.0,GENERAL,BJP,487613,19367,506980,1355796,0,,2954833,4842925,61.013395829999425
181,Uttarakhand,Hardwar,Ramesh Pokhriyal 'Nishank',MALE,59.0,GENERAL,BJP,661050,4624,665674,1840738,0,,2954833,4842925,61.013395829999425
182,Uttarakhand,Nainital-udhamsingh Nagar,Ajay Bhatt,MALE,57.0,GENERAL,BJP,765173,7022,772195,1828433,0,,2954833,4842925,61.013395829999425
183,Uttarakhand,Tehri Garhwal,MALA RAJYA LAXMI SHAH,FEMALE,68.0,GENERAL,BJP,556120,9213,565333,1493543,0,,2954833,4842925,61.013395829999425
184,Andhra Pradesh,Amalapuram ,CHINTA ANURADHA,FEMALE,46.0,SC,YSRCP,482003,3955,485958,1459556,0,471828.0,15537006,31612534,49.14824607226994
185,Andhra Pradesh,Anakapalli,Dr.Beesetti Venkata Satyavathi,FEMALE,52.0,GENERAL,YSRCP,583210,3016,586226,1521363,0,657895.0,15537006,31612534,49.14824607226994
186,Andhra Pradesh,Anantapur,TALARI RANGAIAH,MALE,48.0,GENERAL,YSRCP,690901,4307,695208,1664160,0,305513.0,15537006,31612534,49.14824607226994
187,Andhra Pradesh,Aruku ,GODDETI. MADHAVI,FEMALE,26.0,ST,YSRCP,557561,4629,562190,1451418,0,174843.0,15537006,31612534,49.14824607226994
188,Andhra Pradesh,Bapatla ,NANDIGAM SURESH,MALE,42.0,SC,YSRCP,592250,6007,598257,1468671,0,0.0,15537006,31612534,49.14824607226994
189,Andhra Pradesh,Chittoor ,N. REDDEPPA,MALE,68.0,SC,YSRCP,681325,5467,686792,1566499,0,138545.0,15537006,31612534,49.14824607226994
190,Andhra Pradesh,Eluru ,KOTAGIRI SRIDHAR,MALE,46.0,GENERAL,YSRCP,672834,3975,676809,1594950,0,0.0,15537006,31612534,49.14824607226994
191,Andhra Pradesh,Hindupur,KURUVA GORANTLA MADHAV,MALE,50.0,GENERAL,YSRCP,699739,6863,706602,1578218,0,155934.0,15537006,31612534,49.14824607226994
192,Andhra Pradesh,Kadapa,Y.S.Avinash Reddy,MALE,34.0,GENERAL,YSRCP,777967,5532,783499,1570330,0,366567.0,15537006,31612534,49.14824607226994
193,Andhra Pradesh,Kakinada,VANGA GEETHAVISWANATH,FEMALE,55.0,GENERAL,YSRCP,534655,2975,537630,1563930,0,0.0,15537006,31612534,49.14824607226994
194,Andhra Pradesh,Kurnool,AYUSHMAN DOCTOR SANJEEV KUMAR,MALE,52.0,GENERAL,YSRCP,603098,2364,605462,1573009,0,742444.0,15537006,31612534,49.14824607226994
195,Andhra Pradesh,Machilipatnam ,BALASHOWRY VALLABHANENI,MALE,50.0,GENERAL,YSRCP,567592,5258,572850,1473347,0,0.0,15537006,31612534,49.14824607226994
196,Andhra Pradesh,Nandyal,POCHA . BRAHMANANDA REDDY,MALE,60.0,GENERAL,YSRCP,715024,5864,720888,1603220,0,495587.0,15537006,31612534,49.14824607226994
197,Andhra Pradesh,Narasapuram,KANUMURU RAGHU RAMA KRISHNA RAJU,MALE,57.0,GENERAL,YSRCP,444376,4858,449234,1439691,0,23839.0,15537006,31612534,49.14824607226994
198,Andhra Pradesh,Narasaraopet,LAVU SRI KRISHNA DEVARAYALU,MALE,35.0,GENERAL,YSRCP,740509,5048,745557,1670391,0,198850.0,15537006,31612534,49.14824607226994
199,Andhra Pradesh,Nellore,Adala Prabhakara Reddy,MALE,70.0,GENERAL,YSRCP,677014,6816,683830,1672845,0,148856.0,15537006,31612534,49.14824607226994
200,Andhra Pradesh,Ongole ,MAGUNTA SREENIVASULU REDDY,MALE,65.0,GENERAL,YSRCP,729344,9858,739202,1556469,0,0.0,15537006,31612534,49.14824607226994
201,Andhra Pradesh,Rajahmundry,MARGANI BHARAT,MALE,36.0,GENERAL,YSRCP,578471,3553,582024,1534256,0,484425.0,15537006,31612534,49.14824607226994
202,Andhra Pradesh,Rajampet,P.V.MIDHUN REDDY,MALE,42.0,GENERAL,YSRCP,695277,6934,702211,1546938,0,301527.0,15537006,31612534,49.14824607226994
203,Andhra Pradesh,Tirupati ,Balli Durga Prasad Rao,MALE,63.0,SC,YSRCP,717924,4953,722877,1650453,0,453015.0,15537006,31612534,49.14824607226994
204,Andhra Pradesh,Visakhapatnam,M V V SATYANARAYANA,MALE,52.0,GENERAL,YSRCP,433968,2938,436906,1829300,0,0.0,15537006,31612534,49.14824607226994
205,Andhra Pradesh,Vizianagaram,Bellana Chandra Sekhar,MALE,57.0,GENERAL,YSRCP,573466,4952,578418,1503980,0,519344.0,15537006,31612534,49.14824607226994
206,Haryana,Ambala,RATTAN LAL KATARIA,MALE,67.0,SC,BJP,744438,2070,746508,1853711,0,,7357347,12681536,58.016213493381244
207,Haryana,Bhiwani-Mahendragarh,Dharambir Singh S/o Bhale Ram,MALE,64.0,GENERAL,BJP,725725,10974,736699,1654317,0,,7357347,12681536,58.016213493381244
208,Haryana,Faridabad,KRISHAN PAL,MALE,62.0,GENERAL,BJP,910787,2435,913222,2071816,0,,7357347,12681536,58.016213493381244
209,Haryana,Gurgaon,RAO INDERJIT SINGH,MALE,69.0,GENERAL,BJP,877241,4305,881546,2150728,0,,7357347,12681536,58.016213493381244
210,Haryana,Hisar,BRIJENDRA SINGH,MALE,46.0,GENERAL,BJP,599951,3338,603289,1631817,0,,7357347,12681536,58.016213493381244
211,Haryana,Karnal,Sanjay Bhatia,MALE,51.0,GENERAL,BJP,909432,2162,911594,1904193,0,,7357347,12681536,58.016213493381244
212,Haryana,Kurukshetra,NAYAB SINGH,MALE,49.0,GENERAL,BJP,686588,2041,688629,1657335,0,,7357347,12681536,58.016213493381244
213,Haryana,Rohtak,ARVIND KUMAR SHARMA,MALE,56.0,GENERAL,BJP,566242,7603,573845,1737133,0,,7357347,12681536,58.016213493381244
214,Haryana,Sirsa,Sunita Duggal,FEMALE,51.0,SC,BJP,712877,1474,714351,1803349,0,,7357347,12681536,58.016213493381244
215,Haryana,Sonipat,RAMESH CHANDER KAUSHIK,MALE,62.0,GENERAL,BJP,583988,3676,587664,1592611,0,,7357347,12681536,58.016213493381244
216,Uttar Pradesh,Ambedkar Nagar,Ritesh Pandey,MALE,38.0,GENERAL,BSP,563445,673,564118,1785657,0,,16659754,86481398,19.263973970448536
217,Uttar Pradesh,Amroha,KUNWAR DANISH ALI,MALE,43.0,GENERAL,BSP,600744,338,601082,1646435,0,,16659754,86481398,19.263973970448536
218,Uttar Pradesh,Bijnor,MALOOK NAGAR,MALE,53.0,GENERAL,BSP,559824,1221,561045,1664125,0,,16659754,86481398,19.263973970448536
219,Uttar Pradesh,Ghazipur,AFZAL ANSARI,MALE,65.0,GENERAL,BSP,564144,1938,566082,1881077,0,,16659754,86481398,19.263973970448536
220,Uttar Pradesh,Ghosi,ATUL KUMAR SINGH,MALE,36.0,GENERAL,BSP,572459,1370,573829,1991651,0,,16659754,86481398,19.263973970448536
221,Uttar Pradesh,Jaunpur,SHYAM SINGH YADAV,MALE,65.0,GENERAL,BSP,520046,1082,521128,1867976,0,,16659754,86481398,19.263973970448536
222,Uttar Pradesh,Lalganj,Sangeeta Azad,FEMALE,44.0,SC,BSP,517545,1275,518820,1751980,0,,16659754,86481398,19.263973970448536
223,Uttar Pradesh,Nagina,GIRISH CHANDRA,MALE,55.0,SC,BSP,567195,1183,568378,1586117,0,,16659754,86481398,19.263973970448536
224,Uttar Pradesh,Saharanpur,HAJI FAZLUR REHMAN,MALE,67.0,GENERAL,BSP,513268,871,514139,1739082,0,,16659754,86481398,19.263973970448536
225,Uttar Pradesh,Shrawasti,RAM SHIROMANI,MALE,49.0,GENERAL,BSP,441505,266,441771,1914739,0,,16659754,86481398,19.263973970448536
226,Maharashtra,Amravati ,Navnit Ravi Rana,FEMALE,33.0,SC,IND,507844,3103,510947,1833091,0,,1991492,54054245,3.6842471853968175
227,Punjab,Amritsar,GURJEET SINGH AUJLA,MALE,46.0,GENERAL,INC,444052,980,445032,1507875,0,,5523066,13765432,40.122721902225805
228,Punjab,Anandpur Sahib,Manish Tewari,MALE,53.0,GENERAL,INC,426904,1141,428045,1698876,0,,5523066,13765432,40.122721902225805
229,Punjab,Faridkot,Mohammad Sadique,MALE,78.0,SC,INC,417936,1129,419065,1541971,0,,5523066,13765432,40.122721902225805
230,Punjab,Fatehgarh Sahib,AMAR SINGH,MALE,65.0,SC,INC,410723,928,411651,1502861,0,,5523066,13765432,40.122721902225805
231,Punjab,Jalandhar,Santokh Singh Chaudhary,MALE,72.0,SC,INC,385449,263,385712,1617018,0,,5523066,13765432,40.122721902225805
232,Punjab,Khadoor Sahib,JASBIR SINGH GILL (DIMPA),MALE,48.0,GENERAL,INC,457990,1720,459710,1638842,0,,5523066,13765432,40.122721902225805
233,Punjab,Ludhiana,RAVNEET SINGH BITTU,MALE,43.0,GENERAL,INC,383284,511,383795,1683325,0,,5523066,13765432,40.122721902225805
234,Punjab,Patiala,Preneet Kaur,FEMALE,74.0,GENERAL,INC,531178,849,532027,1739600,0,,5523066,13765432,40.122721902225805
235,Jammu & Kashmir,Anantnag,HASNAIN MASOODI,MALE,65.0,GENERAL,JKN,40032,148,40180,1397779,0,,280356,3552622,7.891523500107808
236,Jammu & Kashmir,Baramulla,MOHAMMAD AKBAR LONE,MALE,71.0,GENERAL,JKN,132969,457,133426,1317738,0,,280356,3552622,7.891523500107808
237,Jammu & Kashmir,Srinagar,Farooq Abdullah,MALE,83.0,GENERAL,JKN,106596,154,106750,1294671,0,,280356,3552622,7.891523500107808
238,Andaman & Nicobar Islands,Andaman & Nicobar Islands,KULDEEP RAI SHARMA,MALE,52.0,GENERAL,INC,95249,59,95308,318471,0,,95308,207296,45.976767520839765
239,Tamil Nadu,Arakkonam,S. JAGATHRAKSHAKAN,MALE,71.0,GENERAL,DMK,666688,5502,672190,1500016,0,,14363332,43392884,33.10066231135963
240,Tamil Nadu,Chennai North,Dr. KALANIDHI VEERASWAMY,MALE,49.0,GENERAL,DMK,589034,1952,590986,1487681,0,,14363332,43392884,33.10066231135963
241,Tamil Nadu,Chennai South,T.SUMATHY (A) THAMIZHACHI THANGAPANDIAN,FEMALE,56.0,GENERAL,DMK,563240,1632,564872,1973533,0,,14363332,43392884,33.10066231135963
242,Tamil Nadu,Chennai central,DAYANIDHI MARAN,MALE,52.0,GENERAL,DMK,447150,1761,448911,1332300,0,,14363332,43392884,33.10066231135963
243,Tamil Nadu,Cuddalore ,T. R. V .S. RAMESH,MALE,48.0,GENERAL,DMK,519594,2566,522160,1364038,0,,14363332,43392884,33.10066231135963
244,Tamil Nadu,Dharmapuri,DNV SENTHILKUMAR. S.,MALE,41.0,GENERAL,DMK,568310,6678,574988,1485804,0,,14363332,43392884,33.10066231135963
245,Tamil Nadu,Dindigul,"VELUSAMY, P.",MALE,52.0,GENERAL,DMK,743813,2710,746523,1541881,0,,14363332,43392884,33.10066231135963
246,Tamil Nadu,Erode,GANESHAMURTHI A,MALE,72.0,GENERAL,DMK,558929,4662,563591,1462246,0,,14363332,43392884,33.10066231135963
247,Tamil Nadu,Kallakurichi,Gautham Sigamani Pon,MALE,44.0,GENERAL,DMK,716961,4752,721713,1528938,0,,14363332,43392884,33.10066231135963
248,Tamil Nadu,Kancheepuram ,Selvam.G,MALE,44.0,SC,DMK,680087,3917,684004,1643992,0,,14363332,43392884,33.10066231135963
249,Tamil Nadu,Mayiladuthurai,RAMALINGAM. S,MALE,74.0,GENERAL,DMK,595845,3447,599292,1484842,0,,14363332,43392884,33.10066231135963
250,Tamil Nadu,Namakkal,CHINRAJ A.K.P,MALE,54.0,GENERAL,DMK,623370,2923,626293,1413599,0,,14363332,43392884,33.10066231135963
251,Tamil Nadu,Nilgiris ,"RAJA, A.",MALE,55.0,SC,DMK,545463,2369,547832,1366060,0,,14363332,43392884,33.10066231135963
252,Tamil Nadu,Perambalur,"Dr.PAARIVENDHAR, T. R",MALE,77.0,GENERAL,DMK,677005,6692,683697,1391853,0,,14363332,43392884,33.10066231135963
253,Tamil Nadu,Pollachi,SHANMUGA SUNDARAM. K,MALE,49.0,GENERAL,DMK,550905,3325,554230,1520504,0,,14363332,43392884,33.10066231135963
254,Tamil Nadu,Salem,PARTHIBAN.S.R,MALE,49.0,GENERAL,DMK,602453,3849,606302,1612512,0,,14363332,43392884,33.10066231135963
255,Tamil Nadu,Sriperumbudur,Baalu.T.R.,MALE,77.0,GENERAL,DMK,790750,2531,793281,2253448,0,,14363332,43392884,33.10066231135963
256,Tamil Nadu,Tenkasi ,DHANUSH.M.KUMAR,MALE,44.0,SC,DMK,470346,5810,476156,1492317,0,,14363332,43392884,33.10066231135963
257,Tamil Nadu,Thanjavur,"PALANIMANICKAM,S.S.",MALE,68.0,GENERAL,DMK,583621,5357,588978,1461052,0,,14363332,43392884,33.10066231135963
258,Tamil Nadu,Thoothukkudi,KANIMOZHI KARUNANIDHI,FEMALE,51.0,GENERAL,DMK,560345,2798,563143,1427783,0,,14363332,43392884,33.10066231135963
259,Tamil Nadu,Tirunelveli,GNANATHIRAVIAM S,MALE,54.0,GENERAL,DMK,517589,5404,522993,1547800,0,,14363332,43392884,33.10066231135963
260,Tamil Nadu,Tiruvannamalai,ANNADURAI C N,MALE,45.0,GENERAL,DMK,661719,4553,666272,1473862,0,,14363332,43392884,33.10066231135963
261,Tamil Nadu,Vellore,D.M.KATHIR ANAND,MALE,43.0,GENERAL,DMK,484980,360,485340,1438643,0,,14363332,43392884,33.10066231135963
262,Tamil Nadu,Viluppuram,RAVIKUMAR D,MALE,58.0,SC,DMK,556675,2910,559585,1444335,0,,14363332,43392884,33.10066231135963
263,West Bengal,Arambagh,APARUPA PODDAR (AFRIN ALI),FEMALE,33.0,SC,AITC,649613,316,649929,1764726,0,,24757345,57206976,43.27679372529672
264,West Bengal,Barasat,Dr. Kakoli Ghoshdastidar,FEMALE,60.0,GENERAL,AITC,647819,625,648444,1718252,0,,24757345,57206976,43.27679372529672
265,West Bengal,Bardhaman Purba,SUNIL KUMAR MONDAL,MALE,61.0,SC,AITC,640490,344,640834,1698089,0,,24757345,57206976,43.27679372529672
266,West Bengal,Basirhat,Nusrat Jahan Ruhi,FEMALE,28.0,GENERAL,AITC,781920,158,782078,1678357,0,,24757345,57206976,43.27679372529672
267,West Bengal,Birbhum,SATABDI ROY,FEMALE,49.0,GENERAL,AITC,653426,651,654077,1699219,0,,24757345,57206976,43.27679372529672
268,West Bengal,Bolpur,ASIT KUMAR MAL,MALE,63.0,SC,AITC,698441,730,699171,1705073,0,,24757345,57206976,43.27679372529672
269,West Bengal,Diamond harbour,ABHISHEK BANERJEE,MALE,31.0,GENERAL,AITC,790725,402,791127,1719190,0,,24757345,57206976,43.27679372529672
270,West Bengal,Dum dum,SOUGATA RAY,MALE,71.0,GENERAL,AITC,511707,355,512062,1566196,0,,24757345,57206976,43.27679372529672
271,West Bengal,Ghatal,ADHIKARI DEEPAK (DEV),MALE,36.0,GENERAL,AITC,717407,552,717959,1800002,0,,24757345,57206976,43.27679372529672
272,West Bengal,Howrah,Prasun Banerjee,MALE,64.0,GENERAL,AITC,576499,212,576711,1633925,0,,24757345,57206976,43.27679372529672
273,West Bengal,Jadavpur,MIMI CHAKRABORTY,FEMALE,30.0,GENERAL,AITC,687773,699,688472,1816857,0,,24757345,57206976,43.27679372529672
274,West Bengal,Jangipur,KHALILUR RAHAMAN,MALE,58.0,GENERAL,AITC,562518,320,562838,1616213,0,,24757345,57206976,43.27679372529672
275,West Bengal,Jaynagar,PRATIMA MONDAL,FEMALE,53.0,SC,AITC,760934,268,761202,1648355,0,,24757345,57206976,43.27679372529672
276,West Bengal,Kanthi,Adhikari Sisir,MALE,77.0,GENERAL,AITC,711233,639,711872,1660147,0,,24757345,57206976,43.27679372529672
277,West Bengal,Kolkata Dakshin,Mala Roy,FEMALE,61.0,GENERAL,AITC,572188,931,573119,1728851,0,,24757345,57206976,43.27679372529672
278,West Bengal,Kolkata Uttar,BANDYOPADHYAY SUDIP,MALE,70.0,GENERAL,AITC,474490,401,474891,1444082,0,,24757345,57206976,43.27679372529672
279,West Bengal,Krishnanagar,MAHUA MOITRA,FEMALE,44.0,GENERAL,AITC,613652,1220,614872,1631698,0,,24757345,57206976,43.27679372529672
280,West Bengal,Mathurapur,CHOUDHURY MOHAN JATUA,MALE,80.0,SC,AITC,726463,365,726828,1652096,0,,24757345,57206976,43.27679372529672
281,West Bengal,Murshidabad,ABU TAHER KHAN,MALE,57.0,GENERAL,AITC,604024,322,604346,1725187,0,,24757345,57206976,43.27679372529672
282,West Bengal,Srerampur,KALYAN BANERJEE,MALE,62.0,GENERAL,AITC,637231,476,637707,1785472,0,,24757345,57206976,43.27679372529672
283,West Bengal,Tamluk,Adhikari Dibyendu,MALE,42.0,GENERAL,AITC,723641,792,724433,1694646,0,,24757345,57206976,43.27679372529672
284,West Bengal,Uluberia,SAJDA AHMED,FEMALE,57.0,GENERAL,AITC,694617,328,694945,1614988,0,,24757345,57206976,43.27679372529672
285,Tamil Nadu,Arani,VISHNU PRASAD M K,MALE,46.0,GENERAL,INC,613390,4370,617760,1449150,0,,5405674,43392884,12.457512618889309
286,Tamil Nadu,Kanniyakumari,Vasanthakumar. H,MALE,68.0,GENERAL,INC,624627,2608,627235,1501250,0,,5405674,43392884,12.457512618889309
287,Tamil Nadu,Karur,Jothimani S,FEMALE,43.0,GENERAL,INC,691518,4179,695697,1387286,0,,5405674,43392884,12.457512618889309
288,Tamil Nadu,Krishnagiri,Dr.A.CHELLAKUMAR,MALE,58.0,GENERAL,INC,609396,1902,611298,1530404,0,,5405674,43392884,12.457512618889309
289,Tamil Nadu,Sivaganga,KARTI P CHIDAMBARAM,MALE,47.0,GENERAL,INC,564002,2102,566104,1552019,0,,5405674,43392884,12.457512618889309
290,Tamil Nadu,Thiruvallur ,Dr.K.Jayakumar,MALE,69.0,SC,INC,764093,3199,767292,1946870,0,,5405674,43392884,12.457512618889309
291,Tamil Nadu,Tiruchirappalli,Thirunavukkarasar. SU,MALE,69.0,GENERAL,INC,615667,5618,621285,1508963,0,,5405674,43392884,12.457512618889309
292,Tamil Nadu,Virudhunagar,"MANICKAM TAGORE, B.",MALE,44.0,GENERAL,INC,464667,6216,470883,1484256,0,,5405674,43392884,12.457512618889309
293,Bihar,Araria,PRADEEP KUMAR SINGH,MALE,52.0,GENERAL,BJP,618004,430,618434,1805439,0,,9619548,40806661,23.573474928517186
294,Bihar,Arrah,R. K. Singh,MALE,66.0,GENERAL,BJP,560106,6374,566480,2089353,0,,9619548,40806661,23.573474928517186
295,Bihar,Begusarai,Giriraj Singh,MALE,66.0,GENERAL,BJP,687577,4616,692193,1958382,0,,9619548,40806661,23.573474928517186
296,Bihar,Bihar_Aurangabad,SUSHIL KUMAR SINGH,MALE,53.0,GENERAL,BJP,426116,1605,427721,1742883,0,,9619548,40806661,23.573474928517186
297,Bihar,Buxar,Ashwini Kumar Choubey,MALE,66.0,GENERAL,BJP,468690,4363,473053,1829373,0,,9619548,40806661,23.573474928517186
298,Bihar,Darbhanga,Gopal Jee Thakur,MALE,49.0,GENERAL,BJP,585013,1655,586668,1654811,0,,9619548,40806661,23.573474928517186
299,Bihar,Madhubani,ASHOK KUMAR YADAV,MALE,49.0,GENERAL,BJP,594811,1032,595843,1792798,0,,9619548,40806661,23.573474928517186
300,Bihar,Maharajganj,"Janardan Singh 'Sigriwal""",MALE,55.0,GENERAL,BJP,543523,2829,546352,1807768,0,,9619548,40806661,23.573474928517186
301,Bihar,Muzaffarpur,Ajay Nishad,MALE,50.0,GENERAL,BJP,664074,2804,666878,1730553,0,,9619548,40806661,23.573474928517186
302,Bihar,Paschim Champaran,DR. SANJAY JAISWAL,MALE,54.0,GENERAL,BJP,600735,2971,603706,1633824,0,0.0,9619548,40806661,23.573474928517186
303,Bihar,Pataliputra,RAM KRIPAL YADAV,MALE,58.0,GENERAL,BJP,506557,3000,509557,1925479,0,,9619548,40806661,23.573474928517186
304,Bihar,Patna Sahib,RAVI SHANKAR PRASAD,MALE,64.0,GENERAL,BJP,604956,2550,607506,2146008,0,,9619548,40806661,23.573474928517186
305,Bihar,Purvi Champaran,RADHA MOHAN SINGH,MALE,69.0,GENERAL,BJP,574081,3706,577787,1658672,0,,9619548,40806661,23.573474928517186
306,Bihar,Saran,Rajiv Pratap Rudy,MALE,58.0,GENERAL,BJP,496992,2994,499986,1667253,0,,9619548,40806661,23.573474928517186
307,Bihar,Sasaram (SC),CHHEDI PASWAN,MALE,63.0,SC,BJP,492364,2436,494800,1787878,0,,9619548,40806661,23.573474928517186
308,Bihar,Sheohar,RAMA DEVI,FEMALE,69.0,GENERAL,BJP,606581,2097,608678,1686215,0,,9619548,40806661,23.573474928517186
309,Bihar,Ujiarpur,Nityanand Rai,MALE,53.0,GENERAL,BJP,542341,1565,543906,1612300,0,,9619548,40806661,23.573474928517186
310,Odisha,Aska,Pramila Bisoyi,FEMALE,70.0,GENERAL,BJD,552364,385,552749,1541145,0,,10174021,23794122,42.75854767828794
311,Odisha,Berhampur,CHANDRA SEKHAR SAHU,MALE,68.0,GENERAL,BJD,443145,698,443843,1502455,0,,10174021,23794122,42.75854767828794
312,Odisha,Bhadrak ,MANJULATA MANDAL,FEMALE,42.0,SC,BJD,511772,1273,513045,1661661,0,,10174021,23794122,42.75854767828794
313,Odisha,Cuttack,BHARTRUHARI MAHTAB,MALE,62.0,GENERAL,BJD,524117,475,524592,1518996,0,,10174021,23794122,42.75854767828794
314,Odisha,Dhenkanal,MAHESH SAHOO,MALE,58.0,SC,BJD,521954,930,522884,1504403,0,,10174021,23794122,42.75854767828794
315,Odisha,Jagatsinghpur ,RAJASHREE MALLICK,FEMALE,54.0,SC,BJD,618955,1030,619985,1643595,0,,10174021,23794122,42.75854767828794
316,Odisha,Jajpur ,SARMISTHA SETHI,FEMALE,45.0,SC,BJD,542476,1544,544020,1475007,0,,10174021,23794122,42.75854767828794
317,Odisha,Kandhamal,ACHYUTANANDA SAMANTA,MALE,55.0,GENERAL,BJD,461154,525,461679,1288666,0,,10174021,23794122,42.75854767828794
318,Odisha,Kendrapara ,Anubhav Mohanty,MALE,37.0,GENERAL,BJD,629349,830,630179,1710916,0,,10174021,23794122,42.75854767828794
319,Odisha,Keonjhar ,Chandrani Murmu,FEMALE,25.0,ST,BJD,525886,473,526359,1516688,0,,10174021,23794122,42.75854767828794
320,Odisha,Nabarangpur ,RAMESH CHANDRA MAJHI,MALE,40.0,ST,BJD,392481,23,392504,1461004,0,,10174021,23794122,42.75854767828794
321,Odisha,Puri,PINAKI MISRA,MALE,59.0,GENERAL,BJD,537782,539,538321,1562331,0,,10174021,23794122,42.75854767828794
322,Maharashtra,Aurangabad,Imtiaz Jaleel Syed,MALE,50.0,GENERAL,AIMIM,388784,258,389042,1886284,0,,389042,54054245,0.7197251575708808
323,Assam,Autonomous District,HOREN SING BEY,MALE,49.0,ST,BJP,380183,1133,381316,795945,0,70875.0,6484596,17986066,36.05344270392425
324,Assam,Dibrugarh,RAMESWAR TELI,MALE,48.0,GENERAL,BJP,657983,1600,659583,1314319,0,0.0,6484596,17986066,36.05344270392425
325,Assam,Gauhati,QUEEN OJA,FEMALE,67.0,GENERAL,BJP,1007156,1780,1008936,2181319,0,497456.0,6484596,17986066,36.05344270392425
326,Assam,Jorhat,TOPON KUMAR GOGOI,MALE,50.0,GENERAL,BJP,540942,2346,543288,1365035,0,0.0,6484596,17986066,36.05344270392425
327,Assam,Karimganj ,KRIPANATH MALLAH,MALE,46.0,SC,BJP,471946,1100,473046,1340173,0,152139.0,6484596,17986066,36.05344270392425
328,Assam,Lakhimpur,PRADAN BARUAH,MALE,53.0,ST,BJP,774017,2389,776406,1708013,0,93368.0,6484596,17986066,36.05344270392425
329,Assam,Mangaldoi,DILIP SAIKIA,MALE,45.0,GENERAL,BJP,732740,2729,735469,1800237,0,0.0,6484596,17986066,36.05344270392425
330,Assam,Silchar,RAJDEEP ROY,MALE,48.0,GENERAL,BJP,496235,3179,499414,1195720,0,0.0,6484596,17986066,36.05344270392425
331,Assam,Tezpur,PALLAB LOCHAN DAS,MALE,41.0,GENERAL,BJP,681437,2729,684166,1499639,0,0.0,6484596,17986066,36.05344270392425
332,Uttar Pradesh,Azamgarh,Akhilesh Yadav,MALE,45.0,GENERAL,SP,619594,1984,621578,1789168,0,,15533620,86481398,17.96180491901854
333,Uttar Pradesh,Mainpuri,MULAYAM SINGH YADAV,MALE,79.0,GENERAL,SP,523145,1781,524926,1723236,0,,15533620,86481398,17.96180491901854
334,Uttar Pradesh,Moradabad,Dr. S.T. HASAN,MALE,60.0,GENERAL,SP,648817,599,649416,1958939,0,,15533620,86481398,17.96180491901854
335,Uttar Pradesh,Rampur,Mohammad Azam Khan,MALE,64.0,GENERAL,SP,559018,159,559177,1679506,0,,15533620,86481398,17.96180491901854
336,Uttar Pradesh,Sambhal,DR. SHAFIQUR REHMAN BARQ,MALE,86.0,GENERAL,SP,657505,501,658006,1828764,0,,15533620,86481398,17.96180491901854
337,Madhya Pradesh,BALAGHAT,DR DHAL SINGH BISEN,MALE,66.0,GENERAL,BJP,692859,3243,696102,1767725,0,,21406911,36910610,57.99663294646174
338,Madhya Pradesh,BETUL,DURGA DAS (D.D.) UIKEY,MALE,55.0,ST,BJP,810237,1011,811248,1737437,0,,21406911,36910610,57.99663294646174
339,Madhya Pradesh,BHIND,SANDHYA RAY,FEMALE,45.0,SC,BJP,522990,4704,527694,1765334,0,,21406911,36910610,57.99663294646174
340,Madhya Pradesh,BHOPAL,SADHVI PRAGYA SINGH THAKUR,FEMALE,49.0,GENERAL,BJP,865212,1270,866482,2142861,0,,21406911,36910610,57.99663294646174
341,Madhya Pradesh,DAMOH,PRAHALAD SINGH PATEL,MALE,59.0,GENERAL,BJP,704221,303,704524,1768777,0,,21406911,36910610,57.99663294646174
342,Madhya Pradesh,DEWAS,MAHENDRA SINGH SOLANKY,MALE,35.0,SC,BJP,860708,1721,862429,1760503,0,,21406911,36910610,57.99663294646174
