,state,party,votes,total_votes_statewise,split_votes_perc
168,Bihar,ManJP,6267,40806661,0.015357786808384052
169,Bihar,NCP,38991,40806661,0.0955505769021386
170,Bihar,NJP,4444,40806661,0.010890378901620989
171,Bihar,NOTA,816950,40806661,2.0020015849863335
172,Bihar,PBI,5965,40806661,0.014617711554493519
173,Bihar,PMP,13238,40806661,0.03244078215563875
174,Bihar,PMPT,11081,40806661,0.02715488042503649
175,Bihar,PPID,55477,40806661,0.13595084390756695
176,Bihar,PSPL,20434,40806661,0.050075158072845016
177,Bihar,PSS,2830,40806661,0.006935142279835147
178,Bihar,PUJP,5074,40806661,0.012434244497485349
179,Bihar,RACHEP,1975,40806661,0.004839896114019228
180,Bihar,RAHIS,67782,40806661,0.16610523463313992
181,Bihar,RDU,1907,40806661,0.004673256652878314
182,Bihar,RJBP,37610,40806661,0.09216632549279148
183,Bihar,RJD,6270769,40806661,15.36702304557582
184,Bihar,RJPD,1414,40806661,0.003465120559606678
185,Bihar,RMGP,16371,40806661,0.04011845026967534
186,Bihar,RPI,6428,40806661,0.015752330238438278
187,Bihar,RPI(A),10283,40806661,0.025199317336941633
188,Bihar,RPP,2718,40806661,0.006660677285014817
189,Bihar,RRP,3195,40806661,0.007829604093312119
190,Bihar,RSJVP,6497,40806661,0.01592142027989009
191,Bihar,RSPSR,55803,40806661,0.13674973308891897
192,Bihar,RSTSAHP,2756,40806661,0.006753799336828858
193,Bihar,RSWD,8381,40806661,0.0205383135856178
194,Bihar,RUC,3776,40806661,0.009253391253942585
195,Bihar,RVNP,10721,40806661,0.026272671513113997
196,Bihar,SAAFP,8643,40806661,0.0211803656270725
197,Bihar,SANVP,2364,40806661,0.0057931718549577
198,Bihar,SBSP,36617,40806661,0.08973289924407195
199,Bihar,SGUP,6514,40806661,0.015963080145175317
200,Bihar,SHS,64462,40806661,0.1579693080009658
201,Bihar,SJDD,25630,40806661,0.06280837336825966
202,Bihar,SP,2881,40806661,0.007060121875690834
203,Bihar,SPAKP,3978,40806661,0.00974840847674354
204,Bihar,SPL,15132,40806661,0.037082181264475426
205,Bihar,SSD,54483,40806661,0.1335149670785365
206,Bihar,SUCI(C),33146,40806661,0.08122693498495258
207,Bihar,SWSP,2069,40806661,0.005070250663243434
208,Bihar,SaBP,6395,40806661,0.01567146108817872
209,Bihar,VCSMP,17856,40806661,0.04375756203135562
210,Bihar,VPI,42919,40806661,0.10517645636333735
211,Bihar,VSIP,660706,40806661,1.6191131148907283
212,Bihar,WAP,29392,40806661,0.07202745649784971
213,Bihar,YKP,30492,40806661,0.0747230948398351
214,Bihar,mimm,4413,40806661,0.010814410911983218
215,Bihar,ravp,9109,40806661,0.02232233605194995
216,Chandigarh,AAAP,13781,456568,3.018389374638608
217,Chandigarh,AIFB,164,456568,0.035920169613288706
218,Chandigarh,AKBHAD,209,456568,0.04577631371449598
219,Chandigarh,ANC,245,456568,0.053661228995461795
220,Chandigarh,BHAPRAP,531,456568,0.11630250039424578
221,Chandigarh,BJP,231188,456568,50.636049832664575
222,Chandigarh,BJSAP,452,456568,0.09899949186101523
223,Chandigarh,BKNP,285,456568,0.062422245974312694
224,Chandigarh,BMFP,1578,456568,0.3456221198156682
225,Chandigarh,BMUP,920,456568,0.2015033905135708
226,Chandigarh,BSP,7396,456568,1.6199120393895323
227,Chandigarh,BSP(A),312,456568,0.06833593243503706
228,Chandigarh,BhaRP,461,456568,0.10097072068125668
229,Chandigarh,CHKAP,3186,456568,0.6978150023654746
230,Chandigarh,CPIM,377,456568,0.08257258502566978
231,Chandigarh,HSS,365,456568,0.0799442799320145
232,Chandigarh,INC,184218,456568,40.3484256452489
233,Chandigarh,IND,4714,456568,1.0324858509575792
234,Chandigarh,JanSP,486,456568,0.10644635629303849
235,Chandigarh,NOTA,4335,456568,0.9494752150829668
236,Chandigarh,RPI(A),212,456568,0.0464333899879098
237,Chandigarh,RaJPa,194,456568,0.042490932347426895
238,Chandigarh,RasLP,158,456568,0.034606017066461076
239,Chandigarh,SAKAP,658,456568,0.14411872930209738
240,Chandigarh,SVJSP,143,456568,0.03132063569939198
241,Chhattisgarh,ABSKP,9912,13614453,0.07280498158831648
242,Chhattisgarh,APoI,57703,13614453,0.42383634509590656
243,Chhattisgarh,AVVP,2201,13614453,0.016166642905153808
244,Chhattisgarh,BHAPRAP,775,13614453,0.005692479896180919
245,Chhattisgarh,BHBHP,5045,13614453,0.03705620784030031
246,Chhattisgarh,BHBP,1069,13614453,0.007851949689054713
247,Chhattisgarh,BJP,6902477,13614453,50.69962781464669
248,Chhattisgarh,BKNP,7093,13614453,0.05209904503691776
249,Chhattisgarh,BLRP,826,13614453,0.006067081799026373
250,Chhattisgarh,BMUP,8769,13614453,0.06440949188336836
251,Chhattisgarh,BSCP,14931,13614453,0.1096702159095191
252,Chhattisgarh,BSHSP,1852,13614453,0.013603190668034918
253,Chhattisgarh,BSP,313261,13614453,2.300944444848427
254,Chhattisgarh,BTP,5501,13614453,0.04040558955985966
255,Chhattisgarh,BYPP,1986,13614453,0.014587438804922973
256,Chhattisgarh,CPI,38395,13614453,0.2820164717598276
257,Chhattisgarh,CPIM,2263,13614453,0.016622041296848283
258,Chhattisgarh,CSM,1522,13614453,0.011179296002564334
259,Chhattisgarh,FDLP,1519,13614453,0.011157260596514602
260,Chhattisgarh,GGP,86097,13614453,0.6323941182212756
261,Chhattisgarh,INC,5569183,13614453,40.90640292342263
262,Chhattisgarh,IND,259902,13614453,1.909015367712533
263,Chhattisgarh,IPBP,797,13614453,0.005854072873878958
264,Chhattisgarh,KMSP,1854,13614453,0.013617880938734742
265,Chhattisgarh,NOTA,196265,13614453,1.4415929894502557
266,Chhattisgarh,PPID,6240,13614453,0.045833644583443786
267,Chhattisgarh,PSPL,8887,13614453,0.06527621785465784
268,Chhattisgarh,RGOP,1850,13614453,0.013588500397335097
269,Chhattisgarh,RJsbhP,16902,13614453,0.12414747768419342
270,Chhattisgarh,RP(K),1506,13614453,0.01106177383696576
271,Chhattisgarh,RPI(A),2561,13614453,0.01881089163112172
272,Chhattisgarh,SABHP,1210,13614453,0.008887613773392145
273,Chhattisgarh,SDP(MP),12107,13614453,0.08892755368137081
274,Chhattisgarh,SHS,50719,13614453,0.3725379198121291
275,Chhattisgarh,SSBD,2802,13614453,0.020581069250450237
276,Chhattisgarh,SSD,9060,13614453,0.06654692627019242
277,Chhattisgarh,SUCI(C),3690,13614453,0.027103549441171083
278,Chhattisgarh,SUSP,2568,13614453,0.018862307578571096
279,Chhattisgarh,SWAP,966,13614453,0.007095400748013895
280,Chhattisgarh,cvgrp,2187,13614453,0.016063811010255058
281,Dadra & Nagar Haveli,BJP,81420,198983,40.91806837770061
282,Dadra & Nagar Haveli,BMUP,1596,198983,0.8020785695260398
283,Dadra & Nagar Haveli,BSP,948,198983,0.47642260896659516
284,Dadra & Nagar Haveli,BTP,843,198983,0.4236542820240925
285,Dadra & Nagar Haveli,INC,8608,198983,4.325997698295835
286,Dadra & Nagar Haveli,IND,97458,198983,48.978053401546866
287,Dadra & Nagar Haveli,NOTA,2950,198983,1.4825387093369784
288,Dadra & Nagar Haveli,NSBHP,1160,198983,0.5829643738409814
289,Dadra & Nagar Haveli,SHS,4000,198983,2.010221978762005
290,Daman & Diu,BJP,37597,87469,42.983228343756075
291,Daman & Diu,BSP,792,87469,0.9054636499788496
292,Daman & Diu,INC,27655,87469,31.61691570727915
293,Daman & Diu,IND,19938,87469,22.79436143090695
294,Daman & Diu,NOTA,1487,87469,1.7000308680789766
295,Goa,AAAP,25647,853203,3.005966926979863
